time,temperature_2m (°C),relativehumidity_2m (%),precipitation (mm),surface_pressure (hPa),windspeed_10m (km/h),direct_radiation (W/m²),diffuse_radiation (W/m²)
2017-11-03T08:00,19.4,62,0.00,1013.7,29.3,335.0,272.0
2017-11-03T09:00,19.6,60,0.00,1013.6,29.5,358.0,250.0
2017-11-03T10:00,19.3,61,0.00,1013.5,28.8,348.0,181.0
2017-11-03T11:00,18.4,65,0.00,1013.8,27.0,189.0,141.0
2017-11-03T12:00,17.8,66,0.00,1014.1,24.5,194.0,78.0
2017-11-03T13:00,17.1,70,0.00,1015.2,20.1,61.0,35.0
2017-11-03T14:00,16.4,72,0.00,1016.2,16.7,0.0,1.0
2017-11-03T15:00,15.8,73,0.00,1017.1,15.3,0.0,0.0
2017-11-03T16:00,15.3,76,0.00,1017.9,14.8,0.0,0.0
2017-11-03T17:00,14.8,78,0.00,1018.3,14.5,0.0,0.0
2017-11-03T18:00,14.6,80,0.00,1019.2,14.8,0.0,0.0
2017-11-03T19:00,14.3,81,0.00,1019.4,14.4,0.0,0.0
2017-11-03T20:00,14.2,82,0.00,1018.8,13.0,0.0,0.0
2017-11-03T21:00,13.9,83,0.00,1018.9,11.9,0.0,0.0
2017-11-03T22:00,13.6,85,0.00,1019.2,12.0,0.0,0.0
2017-11-03T23:00,13.2,87,0.00,1019.6,11.1,0.0,0.0
2017-11-04T00:00,12.7,90,0.00,1019.9,11.2,1.0,1.0
2017-11-04T01:00,14.0,84,0.00,1020.8,12.1,77.0,35.0
2017-11-04T02:00,16.0,73,0.00,1020.9,12.2,259.0,68.0
2017-11-04T03:00,17.7,63,0.00,1021.5,10.7,444.0,99.0
2017-11-04T04:00,18.6,61,0.00,1021.1,9.7,623.0,118.0
2017-11-04T05:00,19.3,59,0.00,1021.3,9.5,662.0,196.0
2017-11-04T06:00,19.9,58,0.00,1021.0,7.2,815.0,158.0
2017-11-04T07:00,20.4,58,0.00,1021.1,8.1,840.0,168.0
2017-11-04T08:00,20.5,58,0.00,1020.4,10.8,836.0,150.0
2017-11-04T09:00,20.4,59,0.00,1019.8,13.0,801.0,101.0
2017-11-04T10:00,20.0,61,0.00,1019.4,15.9,657.0,91.0
2017-11-04T11:00,19.4,63,0.00,1019.3,17.4,464.0,84.0
2017-11-04T12:00,18.5,67,0.00,1019.4,18.7,259.0,67.0
2017-11-04T13:00,17.3,73,0.00,1019.6,18.3,75.0,36.0
2017-11-04T14:00,16.2,80,0.00,1020.2,18.5,1.0,1.0
2017-11-04T15:00,16.0,81,0.00,1020.7,18.0,0.0,0.0
2017-11-04T16:00,15.6,83,0.00,1020.6,16.7,0.0,0.0
2017-11-04T17:00,15.3,84,0.00,1020.5,15.9,0.0,0.0
2017-11-04T18:00,15.1,86,0.00,1020.6,14.1,0.0,0.0
2017-11-04T19:00,14.9,88,0.00,1020.3,15.9,0.0,0.0
2017-11-04T20:00,14.7,88,0.00,1019.7,16.9,0.0,0.0
2017-11-04T21:00,14.5,89,0.00,1019.5,16.6,0.0,0.0
2017-11-04T22:00,14.4,90,0.00,1019.4,17.0,0.0,0.0
2017-11-04T23:00,14.4,90,0.00,1019.1,17.4,0.0,0.0
2017-11-05T00:00,14.3,90,0.00,1019.3,17.5,1.0,2.0
2017-11-05T01:00,15.4,86,0.00,1019.5,18.6,81.0,36.0
2017-11-05T02:00,17.3,75,0.00,1019.6,20.4,274.0,64.0
2017-11-05T03:00,18.9,69,0.00,1019.4,21.8,471.0,86.0
2017-11-05T04:00,20.0,64,0.00,1019.2,23.8,667.0,95.0
2017-11-05T05:00,20.7,62,0.00,1019.0,25.6,813.0,104.0
2017-11-05T06:00,21.1,61,0.00,1018.0,26.4,899.0,111.0
2017-11-05T07:00,21.3,59,0.00,1018.6,28.5,950.0,101.0
2017-11-05T08:00,21.3,57,0.00,1017.9,29.9,917.0,99.0
2017-11-05T09:00,21.1,56,0.00,1017.3,30.7,821.0,95.0
2017-11-05T10:00,20.5,58,0.00,1017.1,31.8,671.0,88.0
2017-11-05T11:00,19.8,63,0.00,1017.2,32.2,475.0,80.0
2017-11-05T12:00,18.9,68,0.00,1017.2,32.6,258.0,69.0
2017-11-05T13:00,17.7,74,0.00,1017.6,29.8,73.0,36.0
2017-11-05T14:00,17.0,77,0.00,1017.9,30.6,1.0,1.0
2017-11-05T15:00,16.6,78,0.00,1018.4,30.0,0.0,0.0
2017-11-05T16:00,16.2,78,0.00,1018.3,28.6,0.0,0.0
2017-11-05T17:00,15.9,78,0.00,1017.7,27.8,0.0,0.0
2017-11-05T18:00,15.7,78,0.00,1016.6,26.5,0.0,0.0
2017-11-05T19:00,15.3,79,0.00,1016.9,28.8,0.0,0.0
2017-11-05T20:00,15.0,78,0.00,1016.6,31.0,0.0,0.0
2017-11-05T21:00,14.8,76,0.00,1016.2,30.3,0.0,0.0
2017-11-05T22:00,14.6,75,0.00,1016.1,29.4,0.0,0.0
2017-11-05T23:00,14.4,74,0.00,1016.2,28.5,0.0,0.0
2017-11-06T00:00,14.2,73,0.00,1016.5,28.5,1.0,2.0
2017-11-06T01:00,14.9,68,0.00,1017.0,29.1,81.0,38.0
2017-11-06T02:00,16.1,60,0.00,1016.9,31.9,279.0,66.0
2017-11-06T03:00,17.9,53,0.00,1016.9,31.7,495.0,81.0
2017-11-06T04:00,19.5,47,0.00,1016.7,31.2,715.0,73.0
2017-11-06T05:00,20.8,43,0.00,1016.4,30.8,856.0,87.0
2017-11-06T06:00,21.7,41,0.00,1015.8,32.8,955.0,89.0
2017-11-06T07:00,22.0,41,0.00,1015.6,36.8,984.0,93.0
2017-11-06T08:00,21.7,43,0.00,1015.4,38.5,938.0,99.0
2017-11-06T09:00,21.2,45,0.00,1014.8,39.2,844.0,92.0
2017-11-06T10:00,20.5,47,0.00,1014.3,39.9,685.0,90.0
2017-11-06T11:00,19.8,49,0.00,1014.1,39.6,493.0,80.0
2017-11-06T12:00,18.9,51,0.00,1013.8,37.4,279.0,65.0
2017-11-06T13:00,17.6,56,0.00,1013.8,35.3,83.0,38.0
2017-11-06T14:00,16.6,57,0.00,1014.0,34.1,1.0,2.0
2017-11-06T15:00,15.9,61,0.00,1014.1,32.6,0.0,0.0
2017-11-06T16:00,15.3,62,0.00,1014.0,30.0,0.0,0.0
2017-11-06T17:00,14.9,64,0.00,1013.9,28.0,0.0,0.0
2017-11-06T18:00,14.5,65,0.00,1013.0,27.5,0.0,0.0
2017-11-06T19:00,14.1,67,0.00,1012.7,29.8,0.0,0.0
2017-11-06T20:00,13.8,68,0.00,1012.6,30.8,0.0,0.0
2017-11-06T21:00,13.7,69,0.00,1012.4,29.7,0.0,0.0
2017-11-06T22:00,13.5,70,0.00,1011.9,27.7,0.0,0.0
2017-11-06T23:00,13.3,70,0.00,1011.9,25.8,0.0,0.0
2017-11-07T00:00,13.3,70,0.00,1012.3,26.4,1.0,3.0
2017-11-07T01:00,14.4,65,0.00,1012.9,28.4,89.0,38.0
2017-11-07T02:00,16.0,58,0.00,1013.0,32.0,291.0,66.0
2017-11-07T03:00,18.1,50,0.00,1013.1,32.7,515.0,72.0
2017-11-07T04:00,19.7,45,0.00,1012.7,32.2,717.0,76.0
2017-11-07T05:00,21.1,41,0.00,1012.8,31.0,850.0,90.0
2017-11-07T06:00,22.2,39,0.00,1011.5,32.2,922.0,114.0
2017-11-07T07:00,22.9,38,0.00,1011.2,34.0,941.0,120.0
2017-11-07T08:00,23.3,37,0.00,1010.8,34.2,875.0,139.0
2017-11-07T09:00,23.5,37,0.00,1010.3,34.8,818.0,108.0
2017-11-07T10:00,23.2,38,0.00,1009.8,34.7,684.0,86.0
2017-11-07T11:00,22.4,40,0.00,1009.5,34.7,493.0,77.0
2017-11-07T12:00,21.1,45,0.00,1009.4,33.1,278.0,64.0
2017-11-07T13:00,19.6,50,0.00,1009.7,31.8,86.0,36.0
2017-11-07T14:00,18.1,54,0.00,1010.1,30.1,1.0,2.0
2017-11-07T15:00,17.6,56,0.00,1010.4,28.9,0.0,0.0
2017-11-07T16:00,16.8,59,0.00,1010.5,27.3,0.0,0.0
2017-11-07T17:00,16.1,62,0.00,1010.2,26.0,0.0,0.0
2017-11-07T18:00,15.6,62,0.00,1009.5,18.9,0.0,0.0
2017-11-07T19:00,15.2,62,0.00,1008.9,17.8,0.0,0.0
2017-11-07T20:00,14.8,62,0.00,1008.4,19.5,0.0,0.0
2017-11-07T21:00,14.5,63,0.00,1008.2,20.0,0.0,0.0
2017-11-07T22:00,14.3,62,0.00,1008.1,19.1,0.0,0.0
2017-11-07T23:00,14.1,61,0.00,1007.8,17.7,0.0,0.0
2017-11-08T00:00,13.8,62,0.00,1008.2,14.5,1.0,3.0
2017-11-08T01:00,15.0,58,0.00,1008.4,15.5,90.0,38.0
2017-11-08T02:00,17.2,50,0.00,1008.7,17.2,287.0,65.0
2017-11-08T03:00,20.3,41,0.00,1008.6,16.1,465.0,99.0
2017-11-08T04:00,22.8,35,0.00,1008.4,13.6,657.0,105.0
2017-11-08T05:00,24.6,31,0.00,1008.2,11.2,665.0,187.0
2017-11-08T06:00,26.2,28,0.00,1007.7,13.5,823.0,163.0
2017-11-08T07:00,27.5,25,0.00,1007.0,14.7,736.0,236.0
2017-11-08T08:00,28.1,24,0.00,1006.9,13.7,593.0,223.0
2017-11-08T09:00,28.7,23,0.00,1006.1,15.6,641.0,175.0
2017-11-08T10:00,28.9,22,0.00,1005.3,19.2,605.0,109.0
2017-11-08T11:00,28.5,23,0.00,1004.8,21.6,489.0,79.0
2017-11-08T12:00,26.9,27,0.00,1004.2,23.7,280.0,64.0
2017-11-08T13:00,24.3,34,0.00,1004.4,24.0,87.0,37.0
2017-11-08T14:00,22.0,42,0.00,1004.1,23.9,1.0,3.0
2017-11-08T15:00,20.5,48,0.00,1004.4,23.4,0.0,0.0
2017-11-08T16:00,19.3,54,0.00,1004.5,21.3,0.0,0.0
2017-11-08T17:00,18.5,59,0.00,1004.4,15.5,0.0,0.0
2017-11-08T18:00,17.8,62,0.00,1006.8,10.5,0.0,0.0
2017-11-08T19:00,17.0,66,0.00,1006.9,12.3,0.0,0.0
2017-11-08T20:00,16.3,72,0.00,1007.3,13.7,0.0,0.0
2017-11-08T21:00,15.8,76,0.00,1007.8,10.1,0.0,0.0
2017-11-08T22:00,15.4,79,0.00,1008.0,9.9,0.0,0.0
2017-11-08T23:00,14.6,84,0.00,1008.2,6.6,0.0,0.0
2017-11-09T00:00,15.3,82,0.00,1008.5,2.9,0.0,3.0
2017-11-09T01:00,15.9,81,0.00,1009.1,3.2,47.0,50.0
2017-11-09T02:00,17.6,68,0.00,1009.7,4.3,242.0,78.0
2017-11-09T03:00,18.3,65,0.00,1009.8,3.3,365.0,128.0
2017-11-09T04:00,19.8,59,0.00,1009.7,4.4,506.0,160.0
2017-11-09T05:00,21.4,52,0.00,1009.2,6.7,665.0,173.0
2017-11-09T06:00,22.7,47,0.00,1010.1,8.8,734.0,159.0
2017-11-09T07:00,23.7,44,0.00,1008.9,11.6,870.0,140.0
2017-11-09T08:00,24.4,42,0.00,1008.9,15.2,919.0,99.0
2017-11-09T09:00,24.7,41,0.00,1008.5,18.7,809.0,101.0
2017-11-09T10:00,24.6,41,0.00,1007.9,18.7,678.0,85.0
2017-11-09T11:00,24.2,42,0.00,1007.8,16.6,484.0,77.0
2017-11-09T12:00,23.5,44,0.00,1007.6,14.0,275.0,63.0
2017-11-09T13:00,22.2,47,0.00,1007.7,11.0,86.0,36.0
2017-11-09T14:00,20.8,52,0.00,1008.2,9.9,1.0,3.0
2017-11-09T15:00,19.4,58,0.00,1008.9,10.3,0.0,0.0
2017-11-09T16:00,18.7,61,0.00,1009.1,10.5,0.0,0.0
2017-11-09T17:00,17.9,64,0.00,1009.2,12.1,0.0,0.0
2017-11-09T18:00,17.1,67,0.00,1009.0,6.9,0.0,0.0
2017-11-09T19:00,16.6,70,0.00,1008.7,9.5,0.0,0.0
2017-11-09T20:00,16.0,72,0.00,1008.5,10.5,0.0,0.0
2017-11-09T21:00,15.2,76,0.00,1008.5,9.2,0.0,0.0
2017-11-09T22:00,14.2,82,0.00,1008.3,7.9,0.0,0.0
2017-11-09T23:00,14.7,80,0.00,1008.4,7.3,0.0,0.0
2017-11-10T00:00,13.4,87,0.00,1009.1,6.2,2.0,2.0
2017-11-10T01:00,14.6,85,0.00,1009.4,7.2,75.0,45.0
2017-11-10T02:00,17.6,67,0.00,1010.2,9.4,254.0,81.0
2017-11-10T03:00,19.6,60,0.00,1010.0,10.0,495.0,77.0
2017-11-10T04:00,21.0,56,0.00,1010.7,9.7,683.0,86.0
2017-11-10T05:00,21.9,54,0.00,1010.5,9.9,823.0,96.0
2017-11-10T06:00,22.5,53,0.00,1009.8,7.4,917.0,99.0
2017-11-10T07:00,23.0,52,0.00,1009.6,10.7,948.0,100.0
2017-11-10T08:00,23.2,51,0.00,1009.1,13.3,906.0,106.0
2017-11-10T09:00,23.1,51,0.00,1008.5,16.3,779.0,126.0
2017-11-10T10:00,22.9,52,0.00,1008.4,16.8,649.0,105.0
2017-11-10T11:00,22.7,52,0.00,1007.9,16.6,474.0,89.0
2017-11-10T12:00,22.2,55,0.00,1007.6,16.2,249.0,83.0
2017-11-10T13:00,21.3,61,0.00,1007.2,13.7,73.0,48.0
2017-11-10T14:00,20.1,68,0.00,1007.4,9.2,1.0,3.0
2017-11-10T15:00,19.2,73,0.00,1007.5,5.4,0.0,0.0
2017-11-10T16:00,18.7,77,0.00,1007.5,4.1,0.0,0.0
2017-11-10T17:00,18.6,77,0.00,1007.3,2.4,0.0,0.0
2017-11-10T18:00,18.3,78,0.00,1007.9,5.5,0.0,0.0
2017-11-10T19:00,17.6,82,0.00,1007.2,6.6,0.0,0.0
2017-11-10T20:00,16.4,87,0.00,1006.9,5.1,0.0,0.0
2017-11-10T21:00,14.9,95,0.00,1006.5,4.3,0.0,0.0
2017-11-10T22:00,13.3,100,0.00,1006.3,5.8,0.0,0.0
2017-11-10T23:00,13.1,100,0.00,1006.5,5.8,0.0,0.0
2017-11-11T00:00,13.5,99,0.00,1007.1,8.6,1.0,3.0
2017-11-11T01:00,14.7,96,0.00,1007.7,10.3,26.0,61.0
2017-11-11T02:00,16.9,84,0.00,1008.3,11.8,99.0,153.0
2017-11-11T03:00,19.7,69,0.00,1008.6,13.8,415.0,117.0
2017-11-11T04:00,21.4,60,0.00,1008.7,14.3,529.0,181.0
2017-11-11T05:00,23.0,50,0.00,1008.4,14.0,718.0,174.0
2017-11-11T06:00,23.9,44,0.00,1007.8,13.9,696.0,235.0
2017-11-11T07:00,24.5,41,0.00,1007.2,16.9,747.0,238.0
2017-11-11T08:00,24.2,43,0.00,1007.1,21.5,689.0,262.0
2017-11-11T09:00,23.1,47,0.00,1007.5,23.5,647.0,221.0
2017-11-11T10:00,21.5,54,0.00,1008.0,20.9,461.0,217.0
2017-11-11T11:00,20.1,61,0.00,1008.0,15.5,327.0,173.0
2017-11-11T12:00,18.8,69,0.00,1008.1,10.4,179.0,113.0
2017-11-11T13:00,17.7,76,0.00,1008.2,4.5,53.0,51.0
2017-11-11T14:00,17.1,79,0.00,1008.3,3.6,1.0,3.0
2017-11-11T15:00,16.8,82,0.00,1008.9,5.0,0.0,0.0
2017-11-11T16:00,16.1,87,0.00,1009.5,5.5,0.0,0.0
2017-11-11T17:00,15.5,91,0.00,1009.6,5.4,0.0,0.0
2017-11-11T18:00,15.1,95,0.00,1010.2,12.5,0.0,0.0
2017-11-11T19:00,14.9,97,0.00,1010.1,16.3,0.0,0.0
2017-11-11T20:00,14.8,96,0.00,1009.7,15.4,0.0,0.0
2017-11-11T21:00,14.8,93,0.00,1009.5,14.0,0.0,0.0
2017-11-11T22:00,14.7,91,0.00,1009.8,13.6,0.0,0.0
2017-11-11T23:00,14.7,90,0.00,1010.4,12.8,0.0,0.0
2017-11-12T00:00,14.9,88,0.00,1010.8,12.0,0.0,3.0
2017-11-12T01:00,15.4,84,0.00,1011.3,12.6,6.0,42.0
2017-11-12T02:00,16.0,80,0.00,1011.5,13.3,17.0,124.0
2017-11-12T03:00,17.3,72,0.00,1011.7,13.4,111.0,220.0
2017-11-12T04:00,18.2,66,0.00,1011.7,13.4,118.0,287.0
2017-11-12T05:00,19.6,60,0.00,1011.6,12.9,423.0,284.0
2017-11-12T06:00,20.8,55,0.00,1011.3,13.4,649.0,271.0
2017-11-12T07:00,21.3,54,0.00,1011.3,14.9,703.0,232.0
2017-11-12T08:00,21.3,55,0.00,1010.8,16.2,647.0,246.0
2017-11-12T09:00,21.0,58,0.00,1010.6,16.3,630.0,224.0
2017-11-12T10:00,20.3,63,0.00,1010.0,16.6,492.0,198.0
2017-11-12T11:00,19.7,67,0.00,1010.1,17.9,384.0,136.0
2017-11-12T12:00,18.9,72,0.00,1010.2,18.9,181.0,113.0
2017-11-12T13:00,18.1,77,0.00,1010.7,18.2,67.0,50.0
2017-11-12T14:00,17.3,82,0.00,1010.9,17.7,1.0,3.0
2017-11-12T15:00,17.3,84,0.00,1011.1,18.3,0.0,0.0
2017-11-12T16:00,16.9,87,0.00,1010.8,18.4,0.0,0.0
2017-11-12T17:00,16.6,87,0.00,1010.9,18.3,0.0,0.0
2017-11-12T18:00,16.3,88,0.00,1010.3,17.0,0.0,0.0
2017-11-12T19:00,16.2,89,0.00,1010.1,18.8,0.0,0.0
2017-11-12T20:00,16.0,89,0.00,1009.5,19.9,0.0,0.0
2017-11-12T21:00,15.7,90,0.00,1009.0,18.4,0.0,0.0
2017-11-12T22:00,15.4,92,0.00,1009.0,16.6,0.0,0.0
2017-11-12T23:00,15.4,92,0.00,1009.1,15.9,0.0,0.0
2017-11-13T00:00,15.4,93,0.00,1009.6,15.9,2.0,3.0
2017-11-13T01:00,16.3,86,0.00,1010.0,18.4,47.0,54.0
2017-11-13T02:00,17.3,78,0.00,1010.2,18.8,72.0,134.0
2017-11-13T03:00,18.7,71,0.00,1010.1,17.7,190.0,220.0
2017-11-13T04:00,19.3,67,0.00,1010.3,17.8,199.0,294.0
2017-11-13T05:00,20.0,64,0.00,1010.2,18.0,254.0,378.0
2017-11-13T06:00,19.9,65,0.00,1010.0,17.5,153.0,419.0
2017-11-13T07:00,19.7,66,0.00,1010.3,18.9,238.0,381.0
2017-11-13T08:00,19.8,64,0.00,1009.9,20.1,380.0,306.0
2017-11-13T09:00,20.2,62,0.00,1010.0,20.6,616.0,193.0
2017-11-13T10:00,19.8,63,0.00,1009.6,20.9,507.0,180.0
2017-11-13T11:00,18.8,66,0.00,1009.5,20.9,211.0,216.0
2017-11-13T12:00,17.9,70,0.00,1009.7,20.3,89.0,148.0
2017-11-13T13:00,16.9,76,0.00,1010.2,18.8,10.0,67.0
2017-11-13T14:00,16.3,80,0.00,1010.4,15.8,0.0,4.0
2017-11-13T15:00,16.0,81,0.00,1010.5,15.0,0.0,0.0
2017-11-13T16:00,15.7,83,0.00,1010.8,14.2,0.0,0.0
2017-11-13T17:00,15.4,85,0.00,1010.6,14.4,0.0,0.0
2017-11-13T18:00,15.3,86,0.00,1010.1,15.5,0.0,0.0
2017-11-13T19:00,15.1,87,0.00,1009.9,15.5,0.0,0.0
2017-11-13T20:00,15.0,86,0.00,1008.8,16.3,0.0,0.0
2017-11-13T21:00,14.8,87,0.00,1008.5,16.3,0.0,0.0
2017-11-13T22:00,14.7,87,0.00,1008.5,16.3,0.0,0.0
2017-11-13T23:00,14.7,87,0.00,1008.7,16.7,0.0,0.0
2017-11-14T00:00,14.6,86,0.00,1009.4,17.5,0.0,3.0
2017-11-14T01:00,15.0,82,0.00,1009.8,20.0,5.0,58.0
2017-11-14T02:00,15.5,79,0.00,1010.3,22.1,38.0,117.0
2017-11-14T03:00,15.3,81,0.40,1010.3,23.6,16.0,125.0
2017-11-14T04:00,15.2,84,0.60,1010.7,23.9,11.0,203.0
2017-11-14T05:00,15.1,87,0.70,1010.6,23.9,50.0,260.0
2017-11-14T06:00,15.3,87,0.60,1009.8,23.0,95.0,249.0
2017-11-14T07:00,15.7,83,0.50,1010.0,26.4,76.0,304.0
2017-11-14T08:00,16.1,75,0.20,1009.9,28.1,120.0,318.0
2017-11-14T09:00,16.5,66,0.00,1009.8,28.5,213.0,333.0
2017-11-14T10:00,16.4,65,0.00,1009.7,27.4,150.0,306.0
2017-11-14T11:00,16.2,66,0.00,1009.9,26.6,160.0,210.0
2017-11-14T12:00,15.4,71,0.00,1010.7,26.6,45.0,145.0
2017-11-14T13:00,14.5,77,0.00,1011.4,27.0,5.0,47.0
2017-11-14T14:00,13.6,82,0.00,1012.4,27.8,0.0,4.0
2017-11-14T15:00,13.3,85,0.00,1013.2,28.0,0.0,0.0
2017-11-14T16:00,13.1,87,0.00,1013.9,26.0,0.0,0.0
2017-11-14T17:00,13.0,87,0.00,1014.3,23.7,0.0,0.0
2017-11-14T18:00,12.9,86,0.00,1014.3,21.5,0.0,0.0
2017-11-14T19:00,12.8,86,0.00,1014.4,21.5,0.0,0.0
2017-11-14T20:00,12.6,87,0.00,1015.0,20.3,0.0,0.0
2017-11-14T21:00,12.6,88,0.00,1014.9,20.9,0.0,0.0
2017-11-14T22:00,12.4,89,0.00,1015.4,20.6,0.0,0.0
2017-11-14T23:00,12.4,89,0.00,1016.0,20.0,0.0,0.0
2017-11-15T00:00,12.3,90,0.00,1016.6,19.8,1.0,3.0
2017-11-15T01:00,12.8,84,0.00,1017.5,21.2,53.0,41.0
2017-11-15T02:00,13.8,76,0.00,1018.0,25.8,196.0,78.0
2017-11-15T03:00,16.0,65,0.20,1018.3,27.2,320.0,138.0
2017-11-15T04:00,17.1,59,0.20,1018.6,27.6,589.0,117.0
2017-11-15T05:00,17.8,56,0.10,1018.7,28.7,665.0,146.0
2017-11-15T06:00,18.2,53,0.00,1018.2,30.2,658.0,184.0
2017-11-15T07:00,18.4,52,0.00,1018.4,30.6,634.0,217.0
2017-11-15T08:00,18.7,51,0.00,1018.2,29.6,731.0,158.0
2017-11-15T09:00,18.8,51,0.00,1018.0,29.6,702.0,141.0
2017-11-15T10:00,18.7,52,0.00,1018.2,29.9,536.0,146.0
2017-11-15T11:00,18.0,56,0.00,1018.5,30.3,383.0,122.0
2017-11-15T12:00,17.2,60,0.00,1019.0,29.6,208.0,89.0
2017-11-15T13:00,16.4,64,0.00,1019.8,26.4,73.0,47.0
2017-11-15T14:00,15.7,69,0.00,1020.9,23.7,3.0,4.0
2017-11-15T15:00,15.4,64,0.00,1021.8,22.3,0.0,0.0
2017-11-15T16:00,15.0,67,0.00,1022.5,21.5,0.0,0.0
2017-11-15T17:00,14.6,70,0.00,1022.7,19.7,0.0,0.0
2017-11-15T18:00,14.3,72,0.00,1022.1,18.5,0.0,0.0
2017-11-15T19:00,13.8,76,0.00,1021.7,18.1,0.0,0.0
2017-11-15T20:00,13.6,77,0.00,1021.7,16.8,0.0,0.0
2017-11-15T21:00,13.4,78,0.00,1021.8,15.5,0.0,0.0
2017-11-15T22:00,13.2,78,0.00,1021.5,14.1,0.0,0.0
2017-11-15T23:00,13.1,78,0.00,1021.8,12.8,0.0,0.0
2017-11-16T00:00,13.1,78,0.00,1022.2,13.2,3.0,4.0
2017-11-16T01:00,14.4,69,0.00,1022.6,15.8,99.0,42.0
2017-11-16T02:00,16.0,59,0.00,1022.9,18.9,297.0,67.0
2017-11-16T03:00,17.7,50,0.00,1022.9,20.4,492.0,81.0
2017-11-16T04:00,19.1,42,0.00,1022.3,19.6,662.0,100.0
2017-11-16T05:00,20.4,36,0.00,1021.9,17.8,747.0,138.0
2017-11-16T06:00,21.2,35,0.00,1020.6,18.6,821.0,152.0
2017-11-16T07:00,21.9,33,0.00,1020.7,21.3,785.0,189.0
2017-11-16T08:00,22.1,34,0.00,1019.7,23.5,761.0,171.0
2017-11-16T09:00,22.1,35,0.00,1018.7,25.2,764.0,118.0
2017-11-16T10:00,21.7,39,0.00,1018.2,26.1,672.0,93.0
2017-11-16T11:00,21.2,41,0.00,1018.0,26.8,479.0,92.0
2017-11-16T12:00,20.6,42,0.00,1017.9,27.4,295.0,69.0
2017-11-16T13:00,19.5,47,0.00,1018.0,25.0,106.0,41.0
2017-11-16T14:00,18.2,52,0.00,1018.4,23.9,4.0,5.0
2017-11-16T15:00,17.3,56,0.00,1018.5,21.2,0.0,0.0
2017-11-16T16:00,16.5,59,0.00,1018.5,17.8,0.0,0.0
2017-11-16T17:00,15.7,62,0.00,1018.6,14.5,0.0,0.0
2017-11-16T18:00,15.0,65,0.00,1018.5,9.8,0.0,0.0
2017-11-16T19:00,14.4,68,0.00,1018.2,9.5,0.0,0.0
2017-11-16T20:00,13.6,74,0.00,1017.6,9.5,0.0,0.0
2017-11-16T21:00,12.6,82,0.00,1017.2,9.3,0.0,0.0
2017-11-16T22:00,11.7,88,0.00,1016.5,9.2,0.0,0.0
2017-11-16T23:00,10.9,90,0.00,1015.9,9.7,0.0,0.0
2017-11-17T00:00,10.4,92,0.00,1015.9,7.3,3.0,4.0
2017-11-17T01:00,12.9,83,0.00,1015.8,7.9,96.0,46.0
2017-11-17T02:00,16.5,59,0.00,1015.6,7.3,298.0,69.0
2017-11-17T03:00,19.9,44,0.00,1015.2,6.5,512.0,84.0
2017-11-17T04:00,21.9,35,0.00,1014.6,3.1,710.0,89.0
2017-11-17T05:00,23.2,32,0.00,1014.4,6.5,864.0,93.0
2017-11-17T06:00,23.9,30,0.00,1013.2,10.4,957.0,99.0
2017-11-17T07:00,24.0,31,0.00,1013.6,15.5,990.0,100.0
2017-11-17T08:00,23.7,32,0.00,1013.3,17.3,957.0,100.0
2017-11-17T09:00,23.4,32,0.00,1012.7,18.5,865.0,96.0
2017-11-17T10:00,22.7,32,0.00,1012.8,19.5,717.0,90.0
2017-11-17T11:00,21.6,34,0.00,1012.6,16.8,519.0,86.0
2017-11-17T12:00,20.6,36,0.00,1012.3,12.4,283.0,85.0
2017-11-17T13:00,19.2,45,0.00,1012.4,10.8,110.0,44.0
2017-11-17T14:00,17.5,59,0.00,1012.6,7.4,5.0,5.0
2017-11-17T15:00,16.7,69,0.00,1013.0,7.9,0.0,0.0
2017-11-17T16:00,15.9,80,0.00,1013.5,10.9,0.0,0.0
2017-11-17T17:00,15.5,87,0.00,1013.8,14.3,0.0,0.0
2017-11-17T18:00,15.3,89,0.00,1014.5,17.5,0.0,0.0
2017-11-17T19:00,15.1,88,0.00,1013.9,16.3,0.0,0.0
2017-11-17T20:00,14.8,88,0.00,1013.6,13.6,0.0,0.0
2017-11-17T21:00,14.4,88,0.00,1013.0,8.8,0.0,0.0
2017-11-17T22:00,13.4,91,0.00,1012.8,8.1,0.0,0.0
2017-11-17T23:00,12.4,92,0.00,1012.9,8.4,0.0,0.0
2017-11-18T00:00,12.1,92,0.00,1013.3,6.6,4.0,4.0
2017-11-18T01:00,14.5,84,0.00,1013.5,3.7,87.0,44.0
2017-11-18T02:00,16.6,67,0.00,1013.7,2.1,179.0,116.0
2017-11-18T03:00,17.9,60,0.00,1014.3,6.8,287.0,180.0
2017-11-18T04:00,19.0,57,0.00,1014.4,10.0,369.0,245.0
2017-11-18T05:00,20.0,53,0.00,1014.3,11.2,547.0,255.0
2017-11-18T06:00,20.8,52,0.00,1014.2,10.1,717.0,221.0
2017-11-18T07:00,21.6,49,0.00,1014.1,11.6,828.0,181.0
2017-11-18T08:00,21.6,50,0.00,1013.6,13.8,862.0,129.0
2017-11-18T09:00,21.5,51,0.00,1013.1,15.0,835.0,101.0
2017-11-18T10:00,20.9,54,0.00,1012.6,16.1,694.0,90.0
2017-11-18T11:00,20.2,57,0.00,1012.2,16.5,508.0,81.0
2017-11-18T12:00,19.4,60,0.00,1012.2,16.1,301.0,67.0
2017-11-18T13:00,18.2,66,0.00,1012.7,14.1,106.0,43.0
