LocationID; Date; Time; ;Parameter; Method;; Unit; Value; Comment
BGD00002;1980-09-24;08:30;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00002;1981-01-21;11:15;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00002;1981-01-21;11:15;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00002;1981-02-14;13:30;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00002;1982-03-29;07:30;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00002;1982-04-15;08:30;1.0;TEMP;TEMP-Hg;;28.5;°C;Fair
BGD00002;1982-04-15;08:30;1.0;BOD;BOD-T-COL-AZD;;3.2;mg/l;Fair
BGD00002;1982-05-07;14:20;1.0;O2-Dis;O2-ISE;;0.4;mg/l;Fair
BGD00002;1982-06-03;11:30;1.0;TEMP;TEMP-Hg;;28.3;°C;Fair
BGD00002;1983-01-31;10:00;1.0;BOD;BOD-T-COL-AZD;;1.1;mg/l;Fair
BGD00002;1983-01-31;10:00;1.0;O2-Dis;O2-ISE;;7.3;mg/l;Fair
BGD00002;1983-01-31;10:00;1.0;TEMP;TEMP-Hg;;23.0;°C;Fair
BGD00002;1983-02-27;13:00;1.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair
BGD00002;1983-08-28;10:30;1.0;O2-Dis;O2-ISE;;9.3;mg/l;Fair
BGD00002;1983-09-25;12:00;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00002;1983-10-25;11:15;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00002;1983-11-14;13:00;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00002;1983-11-14;13:00;1.0;O2-Dis;O2-ISE;;8.0;mg/l;Fair
BGD00002;1983-12-19;13:30;1.0;BOD;BOD-T-COL-AZD;;2.7;mg/l;Fair
BGD00002;1983-12-19;13:30;1.0;O2-Dis;O2-ISE;;8.3;mg/l;Fair
BGD00002;1983-12-19;13:30;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00002;1984-07-22;09:45;1.0;BOD;BOD-T-COL-AZD;;2.3;mg/l;Fair
BGD00002;1984-07-22;09:45;1.0;O2-Dis;O2-ISE;;6.1;mg/l;Fair
BGD00002;1984-07-22;09:45;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00002;1984-09-04;14:00;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00002;1984-10-25;12:30;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00002;1986-04-28;10:45;1.0;O2-Dis;O2-ISE;;8.5;mg/l;Fair
BGD00002;1988-03-24;11:00;1.0;pH;pH-POT-25;;7.9;---;Fair
BGD00002;1988-06-13;10:15;1.0;O2-Dis;O2-ISE;;7.6;mg/l;Fair
BGD00002;1988-06-13;10:15;1.0;TEMP;TEMP-Hg;;27.25;°C;Fair
BGD00002;1988-08-13;23:10;1.0;TEMP;TEMP-Hg;;30.25;°C;Fair
BGD00002;1988-12-19;11:00;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00002;1988-12-19;11:00;1.0;TEMP;TEMP-Hg;;23.0;°C;Fair
BGD00002;1994-01-23;11:00;1.0;BOD;BOD-T-COL-AZD;;24.0;mg/l;Fair
BGD00002;1994-02-15;11:15;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00002;1994-07-12;10:55;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00002;1994-09-19;10:15;1.0;BOD;BOD-T-COL-AZD;;1.1;mg/l;Fair
BGD00002;1994-11-13;11:45;1.0;O2-Dis;O2-ISE;;7.3;mg/l;Fair
BGD00002;1995-09-05;10:15;1.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair
BGD00002;1995-11-19;11:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00002;1979-03-22;09:15;1.0;O2-Dis;O2-ISE;;8.3;mg/l;Fair
BGD00002;1980-03-15;13:00;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00002;1980-03-15;13:00;1.0;O2-Dis;O2-ISE;;7.0;mg/l;Fair
BGD00002;1980-09-24;08:30;1.0;TEMP;TEMP-Hg;;28.9;°C;Fair
BGD00002;1980-09-24;08:30;1.0;BOD;BOD-T-COL-AZD;;4.3;mg/l;Fair
BGD00002;1982-05-07;14:20;1.0;TEMP;TEMP-Hg;;28.5;°C;Fair
BGD00002;1982-10-19;12:20;1.0;pH;pH-POT-25;;6.0;---;Fair
BGD00002;1982-10-19;12:20;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00002;1983-08-28;10:30;1.0;pH;pH-POT-25;;6.74;---;Fair
BGD00002;1983-08-28;10:30;1.0;BOD;BOD-T-COL-AZD;;0.0;mg/l;Poor
BGD00002;1983-08-28;10:30;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00002;1983-11-14;13:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00002;1984-02-07;10:30;1.0;pH;pH-POT-25;;7.85;---;Fair
BGD00002;1984-03-04;11:30;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00002;1984-03-04;11:30;1.0;TEMP;TEMP-Hg;;23.0;°C;Fair
BGD00002;1984-04-18;10:15;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00002;1984-04-18;10:15;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00002;1986-04-28;10:45;1.0;BOD;BOD-T-COL-AZD;;2.7;mg/l;Fair
BGD00002;1988-05-29;09:30;1.0;BOD;BOD-T-COL-AZD;;2.0;mg/l;Fair
BGD00002;1988-06-13;10:15;1.0;BOD;BOD-T-COL-AZD;;1.1;mg/l;Fair
BGD00002;1988-08-13;23:10;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00002;1994-01-23;11:00;1.0;TEMP;TEMP-Hg;;20.0;°C;Fair
BGD00002;1994-03-18;10:45;1.0;BOD;BOD-T-COL-AZD;;1.3;mg/l;Fair
BGD00002;1994-04-15;10:15;1.0;BOD;BOD-T-COL-AZD;;1.3;mg/l;Fair
BGD00002;1994-08-17;09:45;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00002;1994-08-17;09:45;1.0;BOD;BOD-T-COL-AZD;;1.0;mg/l;Fair
BGD00002;1995-03-11;11:15;1.0;O2-Dis;O2-ISE;;7.4;mg/l;Fair
BGD00002;1995-05-18;10:00;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00002;1995-05-18;10:00;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00002;1995-05-18;10:00;1.0;BOD;BOD-T-COL-AZD;;2.2;mg/l;Fair
BGD00002;1995-06-08;10:40;1.0;TEMP;TEMP-Hg;;22.0;°C;Fair
BGD00002;1995-07-12;10:40;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00002;1995-08-08;10:15;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00002;1995-08-08;10:15;1.0;O2-Dis;O2-ISE;;7.6;mg/l;Fair
BGD00002;1979-11-23;08:00;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00002;1980-07-30;09:00;1.0;O2-Dis;O2-ISE;;4.9;mg/l;Fair
BGD00002;1981-01-21;11:15;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00002;1981-02-14;13:30;1.0;O2-Dis;O2-ISE;;6.1;mg/l;Fair
BGD00002;1982-03-29;07:30;1.0;TEMP;TEMP-Hg;;26.0;°C;Fair
BGD00002;1982-04-15;08:30;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00002;1982-11-17;07:00;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00002;1982-12-27;11:15;1.0;BOD;BOD-T-COL-AZD;;0.1;mg/l;Fair
BGD00002;1982-12-27;11:15;1.0;O2-Dis;O2-ISE;;8.0;mg/l;Fair
BGD00002;1982-12-27;11:15;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00002;1983-02-27;13:00;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00002;1983-10-25;11:15;1.0;pH;pH-POT-25;;7.12;---;Fair
BGD00002;1983-10-25;11:15;1.0;BOD;BOD-T-COL-AZD;;0.4;mg/l;Fair
BGD00002;1983-12-19;13:30;1.0;pH;pH-POT-25;;7.7;---;Fair
BGD00002;1984-02-07;10:30;1.0;TEMP;TEMP-Hg;;22.0;°C;Fair
BGD00002;1984-03-04;11:30;1.0;BOD;BOD-T-COL-AZD;;1.6;mg/l;Fair
BGD00002;1984-07-22;09:45;1.0;pH;pH-POT-25;;6.7;---;Fair
BGD00002;1988-03-24;11:00;1.0;BOD;BOD-T-COL-AZD;;1.9;mg/l;Fair
BGD00002;1988-04-27;09:00;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00002;1988-05-29;09:30;1.0;TEMP;TEMP-Hg;;29.75;°C;Fair
BGD00002;1988-05-29;09:30;1.0;O2-Dis;O2-ISE;;6.0;mg/l;Fair
BGD00002;1988-11-24;11:00;1.0;pH;pH-POT-25;;8.2;---;Fair
BGD00002;1994-01-23;11:00;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00002;1994-03-18;10:45;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00002;1994-04-15;10:15;1.0;TEMP;TEMP-Hg;;32.0;°C;Fair
BGD00002;1994-05-11;10:25;1.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair
BGD00002;1994-07-12;10:55;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00002;1994-07-12;10:55;1.0;O2-Dis;O2-ISE;;7.2;mg/l;Fair
BGD00002;1995-02-05;10:45;1.0;pH;pH-POT-25;;7.6;---;Fair
BGD00002;1995-02-05;10:45;1.0;TEMP;TEMP-Hg;;22.0;°C;Fair
BGD00002;1995-02-05;10:45;1.0;BOD;BOD-T-COL-AZD;;1.5;mg/l;Fair
BGD00002;1995-07-12;10:40;1.0;pH;pH-POT-25;;7.8;---;Fair
BGD00002;1995-07-12;10:40;1.0;TEMP;TEMP-Hg;;29.5;°C;Fair
BGD00002;1995-09-05;10:15;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00002;1995-09-05;10:15;1.0;TEMP;TEMP-Hg;;29.5;°C;Fair
BGD00003;1980-01-26;08:00;1.0;TEMP;TEMP-Hg;;28.9;°C;Fair
BGD00003;1980-02-28;15:00;1.0;BOD;BOD-T-COL-AZD;;1.5;mg/l;Fair
BGD00003;1980-05-24;09:00;1.0;BOD;BOD-T-COL-AZD;;4.2;mg/l;Fair
BGD00003;1980-05-24;09:00;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00003;1980-07-29;08:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1980-07-29;08:00;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00003;1980-11-30;07:30;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00003;1980-12-27;08:00;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00003;1981-03-30;12:00;1.0;O2-Dis;O2-ISE;;7.1;mg/l;Fair
BGD00003;1981-05-23;12:30;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00003;1981-05-23;12:30;1.0;O2-Dis;O2-ISE;;3.5;mg/l;Fair
BGD00003;1981-06-17;13:00;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00003;1981-08-21;08:15;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00003;1982-04-27;15:30;1.0;BOD;BOD-T-COL-AZD;;3.0;mg/l;Fair
BGD00003;1982-04-27;15:30;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00003;1982-05-07;10:00;1.0;BOD;BOD-T-COL-AZD;;2.7;mg/l;Fair
BGD00003;1982-05-07;10:00;1.0;TEMP;TEMP-Hg;;28.5;°C;Fair
BGD00003;1982-08-28;09:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1982-09-22;07:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00003;1983-04-26;09:00;1.0;TEMP;TEMP-Hg;;27.7;°C;Fair
BGD00003;1983-05-30;13:00;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00003;1983-06-06;12:50;1.0;BOD;BOD-T-COL-AZD;;5.6;mg/l;Fair
BGD00003;1983-08-23;14:10;1.0;BOD;BOD-T-COL-AZD;;1.3;mg/l;Fair
BGD00003;1983-10-24;14:30;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00003;1983-11-21;14:15;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1983-12-20;14:18;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00003;1988-10-30;09:45;1.0;BOD;BOD-T-COL-AZD;;3.7;mg/l;Fair
BGD00003;1988-12-21;09:15;1.0;BOD;BOD-T-COL-AZD;;2.8;mg/l;Fair
BGD00003;1994-01-02;11:00;1.0;O2-Dis;O2-ISE;;7.3;mg/l;Fair
BGD00003;1994-01-28;10:30;1.0;BOD;BOD-T-COL-AZD;;3.4;mg/l;Fair
BGD00003;1994-04-19;08:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1994-06-22;08:55;1.0;O2-Dis;O2-ISE;;6.7;mg/l;Fair
BGD00003;1994-07-25;08:45;1.0;BOD;BOD-T-COL-AZD;;2.2;mg/l;Fair
BGD00003;1994-07-25;08:45;1.0;TEMP;TEMP-Hg;;33.0;°C;Fair
BGD00003;1994-07-25;08:45;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00003;1994-08-08;07:30;1.0;pH;pH-POT-25;;6.8;---;Fair
BGD00003;1994-10-19;10:30;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00003;1994-11-06;11:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1994-12-12;08:30;1.0;TEMP;TEMP-Hg;;20.0;°C;Fair
BGD00003;1994-12-12;08:30;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00003;1995-03-27;09:15;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00003;1995-04-14;10:00;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00003;1995-04-14;10:00;1.0;O2-Dis;O2-ISE;;7.2;mg/l;Fair
BGD00003;1995-05-25;08:30;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00003;1995-06-15;09:30;1.0;TEMP;TEMP-Hg;;33.0;°C;Fair
BGD00003;1995-07-13;08:30;1.0;BOD;BOD-T-COL-AZD;;1.8;mg/l;Fair
BGD00003;1995-09-10;09:30;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00003;1995-10-21;10:30;1.0;O2-Dis;O2-ISE;;7.3;mg/l;Fair
BGD00003;1995-10-21;10:30;1.0;BOD;BOD-T-COL-AZD;;1.2;mg/l;Fair
BGD00003;1979-11-23;07:20;0.5;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1979-11-23;07:20;0.5;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00003;1980-01-26;08:00;1.0;BOD;BOD-T-COL-AZD;;1.2;mg/l;Fair
BGD00003;1980-01-26;08:00;1.0;pH;pH-POT-25;;7.05;---;Fair
BGD00003;1980-02-28;15:00;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00003;1980-04-18;06:30;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00003;1980-04-18;06:30;1.0;TEMP;TEMP-Hg;;29.4;°C;Fair
BGD00003;1980-09-28;10:30;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00003;1980-12-27;08:00;1.0;pH;pH-POT-25;;7.75;---;Fair
BGD00003;1981-03-30;12:00;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00003;1981-03-30;12:00;1.0;BOD;BOD-T-COL-AZD;;0.0;mg/l;Poor
BGD00003;1981-04-23;13:00;1.0;BOD;BOD-T-COL-AZD;;3.7;mg/l;Fair
BGD00003;1981-06-17;13:00;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00003;1981-07-24;13:30;1.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair
BGD00003;1981-08-21;08:15;1.0;BOD;BOD-T-COL-AZD;;3.3;mg/l;Fair
BGD00003;1981-09-21;08:00;1.0;BOD;BOD-T-COL-AZD;;3.7;mg/l;Fair
BGD00003;1981-09-21;08:00;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00003;1982-04-27;15:30;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00003;1982-04-27;15:30;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00003;1982-07-29;08:00;1.0;pH;pH-POT-25;;7.16;---;Fair
BGD00003;1982-07-29;08:00;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00003;1982-09-22;07:00;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00003;1983-02-23;09:30;1.0;BOD;BOD-T-COL-AZD;;1.6;mg/l;Fair
BGD00003;1983-03-14;15:30;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00003;1983-04-26;09:00;1.0;O2-Dis;O2-ISE;;8.0;mg/l;Fair
BGD00003;1983-04-26;09:00;1.0;BOD;BOD-T-COL-AZD;;1.8;mg/l;Fair
BGD00003;1983-06-06;12:50;1.0;O2-Dis;O2-ISE;;8.0;mg/l;Fair
BGD00003;1983-07-26;13:20;1.0;pH;pH-POT-25;;6.6;---;Fair
BGD00003;1983-09-06;12:50;1.0;O2-Dis;O2-ISE;;11.4;mg/l;Fair
BGD00003;1983-10-24;14:30;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00003;1983-12-20;14:18;1.0;BOD;BOD-T-COL-AZD;;1.6;mg/l;Fair
BGD00003;1988-10-30;09:45;1.0;O2-Dis;O2-ISE;;10.2;mg/l;Fair
BGD00003;1988-11-30;10:30;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00003;1988-12-21;09:15;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00003;1994-01-02;11:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1994-01-28;10:30;1.0;TEMP;TEMP-Hg;;19.0;°C;Fair
BGD00003;1994-01-28;10:30;1.0;O2-Dis;O2-ISE;;7.2;mg/l;Fair
BGD00003;1994-02-13;10:30;1.0;TEMP;TEMP-Hg;;21.0;°C;Fair
BGD00003;1994-03-21;08:30;1.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair
BGD00003;1994-04-19;08:30;1.0;BOD;BOD-T-COL-AZD;;2.6;mg/l;Fair
BGD00003;1994-06-22;08:55;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1994-07-25;08:45;1.0;O2-Dis;O2-ISE;;7.7;mg/l;Fair
BGD00003;1994-08-08;07:30;1.0;O2-Dis;O2-ISE;;7.9;mg/l;Fair
BGD00003;1994-08-08;07:30;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00003;1994-09-14;07:30;1.0;BOD;BOD-T-COL-AZD;;2.4;mg/l;Fair
BGD00003;1994-09-14;07:30;1.0;O2-Dis;O2-ISE;;7.3;mg/l;Fair
BGD00003;1994-09-14;07:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1994-10-19;10:30;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00003;1995-02-26;10:00;1.0;TEMP;TEMP-Hg;;23.0;°C;Fair
BGD00003;1995-02-26;10:00;1.0;pH;pH-POT-25;;7.6;---;Fair
BGD00003;1995-04-14;10:00;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00003;1995-04-14;10:00;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00003;1995-05-25;08:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1995-06-15;09:30;1.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair
BGD00003;1995-07-13;08:30;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00003;1995-09-10;09:30;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00003;1995-10-21;10:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1995-10-21;10:30;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00003;1979-11-23;07:20;0.5;BOD;BOD-T-COL-AZD;;2.6;mg/l;Fair
BGD00003;1979-11-23;07:20;0.5;O2-Dis;O2-ISE;;6.4;mg/l;Fair
BGD00003;1980-04-18;06:30;1.0;O2-Dis;O2-ISE;;7.0;mg/l;Fair
BGD00003;1980-05-24;09:00;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00003;1980-07-29;08:00;1.0;BOD;BOD-T-COL-AZD;;2.4;mg/l;Fair
BGD00003;1980-09-28;10:30;1.0;TEMP;TEMP-Hg;;28.9;°C;Fair
BGD00003;1981-02-23;10:30;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00003;1981-02-23;10:30;1.0;BOD;BOD-T-COL-AZD;;0.6;mg/l;Fair
BGD00003;1981-04-23;13:00;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00003;1981-04-23;13:00;1.0;O2-Dis;O2-ISE;;5.4;mg/l;Fair
BGD00003;1981-04-23;13:00;1.0;TEMP;TEMP-Hg;;26.0;°C;Fair
BGD00003;1981-07-24;13:30;1.0;BOD;BOD-T-COL-AZD;;0.4;mg/l;Fair
BGD00003;1981-08-21;08:15;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00003;1981-09-21;08:00;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00003;1982-07-29;08:00;1.0;O2-Dis;O2-ISE;;6.1;mg/l;Fair
BGD00003;1982-08-28;09:30;1.0;O2-Dis;O2-ISE;;7.0;mg/l;Fair
BGD00003;1982-11-22;10:00;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00003;1982-11-22;10:00;1.0;BOD;BOD-T-COL-AZD;;3.2;mg/l;Fair
BGD00003;1982-11-22;10:00;1.0;O2-Dis;O2-ISE;;8.2;mg/l;Fair
BGD00003;1982-11-22;10:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00003;1983-01-24;09:45;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00003;1983-01-24;09:45;1.0;BOD;BOD-T-COL-AZD;;5.6;mg/l;Fair
BGD00003;1983-02-23;09:30;1.0;O2-Dis;O2-ISE;;7.8;mg/l;Fair
BGD00003;1983-03-14;15:30;1.0;TEMP;TEMP-Hg;;27.6;°C;Fair
BGD00003;1983-05-30;13:00;1.0;BOD;BOD-T-COL-AZD;;2.3;mg/l;Fair
BGD00003;1983-05-30;13:00;1.0;TEMP;TEMP-Hg;;32.3;°C;Fair
BGD00003;1983-07-26;13:20;1.0;BOD;BOD-T-COL-AZD;;2.7;mg/l;Fair
BGD00003;1983-08-23;14:10;1.0;O2-Dis;O2-ISE;;7.6;mg/l;Fair
BGD00003;1983-09-06;12:50;1.0;pH;pH-POT-25;;7.9;---;Fair
BGD00003;1983-09-06;12:50;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00003;1983-10-24;14:30;1.0;O2-Dis;O2-ISE;;7.9;mg/l;Fair
BGD00003;1983-11-21;14:15;1.0;O2-Dis;O2-ISE;;7.7;mg/l;Fair
BGD00003;1983-11-21;14:15;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00003;1988-10-30;09:45;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1988-11-30;10:30;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00003;1988-11-30;10:30;1.0;BOD;BOD-T-COL-AZD;;2.8;mg/l;Fair
BGD00003;1988-12-21;09:15;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1994-02-13;10:30;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00003;1994-03-21;08:30;1.0;TEMP;TEMP-Hg;;26.0;°C;Fair
BGD00003;1994-03-21;08:30;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00003;1994-06-22;08:55;1.0;BOD;BOD-T-COL-AZD;;2.4;mg/l;Fair
BGD00003;1994-10-19;10:30;1.0;O2-Dis;O2-ISE;;7.8;mg/l;Fair
BGD00003;1995-03-27;09:15;1.0;BOD;BOD-T-COL-AZD;;2.3;mg/l;Fair
BGD00003;1995-05-25;08:30;1.0;O2-Dis;O2-ISE;;7.2;mg/l;Fair
BGD00003;1995-06-15;09:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1995-08-18;09:30;1.0;BOD;BOD-T-COL-AZD;;1.4;mg/l;Fair
BGD00003;1995-09-10;09:30;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00003;1980-02-28;15:00;1.0;O2-Dis;O2-ISE;;8.9;mg/l;Fair
BGD00003;1980-04-18;06:30;1.0;BOD;BOD-T-COL-AZD;;1.25;mg/l;Fair
BGD00003;1980-09-28;10:30;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00003;1980-11-30;07:30;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00003;1980-11-30;07:30;1.0;BOD;BOD-T-COL-AZD;;3.9;mg/l;Fair
BGD00003;1980-11-30;07:30;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00003;1981-01-29;14:15;1.0;BOD;BOD-T-COL-AZD;;3.9;mg/l;Fair
BGD00003;1981-01-29;14:15;1.0;O2-Dis;O2-ISE;;8.6;mg/l;Fair
BGD00003;1981-03-30;12:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00003;1981-09-21;08:00;1.0;O2-Dis;O2-ISE;;6.4;mg/l;Fair
BGD00003;1982-05-07;10:00;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00003;1982-08-28;09:30;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00003;1982-08-28;09:30;1.0;BOD;BOD-T-COL-AZD;;2.2;mg/l;Fair
BGD00003;1982-09-22;07:00;1.0;BOD;BOD-T-COL-AZD;;0.5;mg/l;Fair
BGD00003;1982-12-20;09:50;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00003;1982-12-20;09:50;1.0;BOD;BOD-T-COL-AZD;;5.2;mg/l;Fair
BGD00003;1983-01-24;09:45;1.0;TEMP;TEMP-Hg;;26.0;°C;Fair
BGD00003;1983-02-23;09:30;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00003;1983-02-23;09:30;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00003;1983-03-14;15:30;1.0;BOD;BOD-T-COL-AZD;;0.0;mg/l;Poor
BGD00003;1983-03-14;15:30;1.0;O2-Dis;O2-ISE;;7.4;mg/l;Fair
BGD00003;1983-07-26;13:20;1.0;O2-Dis;O2-ISE;;7.7;mg/l;Fair
BGD00003;1983-07-26;13:20;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00003;1983-10-24;14:30;1.0;BOD;BOD-T-COL-AZD;;5.0;mg/l;Fair
BGD00003;1983-11-21;14:15;1.0;BOD;BOD-T-COL-AZD;;4.3;mg/l;Fair
BGD00003;1983-12-20;14:18;1.0;O2-Dis;O2-ISE;;7.8;mg/l;Fair
BGD00003;1988-10-30;09:45;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00003;1988-12-21;09:15;1.0;O2-Dis;O2-ISE;;7.2;mg/l;Fair
BGD00003;1994-02-13;10:30;1.0;BOD;BOD-T-COL-AZD;;1.6;mg/l;Fair
BGD00003;1994-02-13;10:30;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
