LocationID; Date; Time; ;Parameter; Method;; Unit; Value; Comment
BGD00004;1981-07-21;14:00;1.0;O2-Dis;O2-ISE;;6.7;mg/l;Fair
BGD00004;1981-08-18;13:30;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00004;1982-01-20;11:00;1.0;O2-Dis;O2-ISE;;9.0;mg/l;Fair
BGD00004;1982-01-20;11:00;1.0;BOD;BOD-T-COL-AZD;;3.5;mg/l;Fair
BGD00004;1982-03-20;12:30;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00004;1982-05-28;14:00;1.0;pH;pH-POT-25;;6.5;---;Fair
BGD00004;1982-06-28;12:45;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00004;1982-09-16;15:00;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00004;1982-09-16;15:00;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00004;1982-10-17;19:00;1.0;pH;pH-POT-25;;6.3;---;Fair
BGD00004;1982-10-17;19:00;1.0;O2-Dis;O2-ISE;;5.6;mg/l;Fair
BGD00004;1982-11-17;09:45;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1982-12-23;09:50;1.0;pH;pH-POT-25;;6.4;---;Fair
BGD00004;1983-02-17;13:15;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00004;1983-03-22;14:00;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1983-04-19;12:00;1.0;pH;pH-POT-25;;6.2;---;Fair
BGD00004;1983-05-24;09:30;1.0;BOD;BOD-T-COL-AZD;;4.9;mg/l;Fair
BGD00004;1983-09-20;13:00;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1983-10-20;08:00;1.0;O2-Dis;O2-ISE;;6.0;mg/l;Fair
BGD00004;1983-12-26;09:40;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1983-12-26;09:40;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00004;1984-01-16;16:30;1.0;TEMP;TEMP-Hg;;21.0;°C;Fair
BGD00004;1984-01-16;16:30;1.0;O2-Dis;O2-ISE;;7.2;mg/l;Fair
BGD00004;1984-10-10;06:30;1.0;BOD;BOD-T-COL-AZD;;4.1;mg/l;Fair
BGD00004;1984-10-10;06:30;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1984-11-18;17:30;1.0;BOD;BOD-T-COL-AZD;;3.9;mg/l;Fair
BGD00004;1984-11-18;17:30;1.0;O2-Dis;O2-ISE;;5.8;mg/l;Fair
BGD00004;1984-11-18;17:30;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00004;1985-02-17;06:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1985-04-11;06:20;1.0;O2-Dis;O2-ISE;;6.5;mg/l;Fair
BGD00004;1985-05-23;06:00;1.0;BOD;BOD-T-COL-AZD;;3.4;mg/l;Fair
BGD00004;1985-05-23;06:00;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00004;1987-07-19;08:15;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1987-08-29;09:30;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1987-08-29;09:30;1.0;O2-Dis;O2-ISE;;6.0;mg/l;Fair
BGD00004;1987-09-30;09:45;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1988-03-21;10:15;1.0;pH;pH-POT-25;;8.5;---;Fair
BGD00004;1988-05-10;08:15;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1988-06-20;10:30;1.0;O2-Dis;O2-ISE;;9.6;mg/l;Fair
BGD00004;1988-07-17;09:30;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00004;1988-08-27;09:15;1.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair
BGD00004;1988-08-27;09:15;1.0;BOD;BOD-T-COL-AZD;;3.5;mg/l;Fair
BGD00004;1988-11-13;10:30;1.0;BOD;BOD-T-COL-AZD;;2.2;mg/l;Fair
BGD00004;1988-12-18;07:30;1.0;BOD;BOD-T-COL-AZD;;1.8;mg/l;Fair
BGD00004;1994-06-15;09:50;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1994-07-12;10:45;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00004;1994-07-12;10:45;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00004;1994-08-11;07:30;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1994-10-16;11:40;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00004;1995-03-12;10:45;1.0;BOD;BOD-T-COL-AZD;;2.2;mg/l;Fair
BGD00004;1995-04-15;10:30;1.0;BOD;BOD-T-COL-AZD;;2.1;mg/l;Fair
BGD00004;1995-05-12;09:55;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00004;1995-05-12;09:55;1.0;BOD;BOD-T-COL-AZD;;2.2;mg/l;Fair
BGD00004;1995-06-10;10:30;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00004;1995-07-20;10:35;1.0;TEMP;TEMP-Hg;;33.0;°C;Fair
BGD00004;1995-08-20;10:00;1.0;BOD;BOD-T-COL-AZD;;0.5;mg/l;Fair
BGD00004;1995-09-07;10:45;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1995-09-07;10:45;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1995-11-01;10:50;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1995-12-24;11:30;1.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair
BGD00004;1984-05-21;09:20;1.0;BOD;BOD-T-COL-AZD;;1.8;mg/l;Fair
BGD00004;1984-06-11;10:10;1.0;BOD;BOD-T-COL-AZD;;4.2;mg/l;Fair
BGD00004;1984-08-22;08:25;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1984-09-18;08:25;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00004;1984-10-10;06:30;1.0;pH;pH-POT-25;;6.7;---;Fair
BGD00004;1984-10-10;06:30;1.0;O2-Dis;O2-ISE;;6.4;mg/l;Fair
BGD00004;1985-01-23;07:40;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00004;1985-01-23;07:40;1.0;BOD;BOD-T-COL-AZD;;3.7;mg/l;Fair
BGD00004;1985-04-11;06:20;1.0;pH;pH-POT-25;;6.7;---;Fair
BGD00004;1985-04-11;06:20;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1985-04-11;06:20;1.0;BOD;BOD-T-COL-AZD;;2.1;mg/l;Fair
BGD00004;1985-06-16;07:20;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00004;1985-06-16;07:20;1.0;O2-Dis;O2-ISE;;6.9;mg/l;Fair
BGD00004;1987-06-18;08:45;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00004;1987-06-18;08:45;1.0;TEMP;TEMP-Hg;;32.0;°C;Fair
BGD00004;1987-08-29;09:30;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00004;1987-08-29;09:30;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00004;1987-12-20;10:15;1.0;BOD;BOD-T-COL-AZD;;3.1;mg/l;Fair
BGD00004;1987-12-20;10:15;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00004;1987-12-20;10:15;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00004;1988-03-21;10:15;1.0;O2-Dis;O2-ISE;;6.1;mg/l;Fair
BGD00004;1988-05-10;08:15;1.0;BOD;BOD-T-COL-AZD;;4.2;mg/l;Fair
BGD00004;1988-06-20;10:30;1.0;BOD;BOD-T-COL-AZD;;5.6;mg/l;Fair
BGD00004;1988-08-27;09:15;1.0;TEMP;TEMP-Hg;;32.0;°C;Fair
BGD00004;1988-11-13;10:30;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1994-03-26;10:45;1.0;BOD;BOD-T-COL-AZD;;2.3;mg/l;Fair
BGD00004;1994-04-11;09:30;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1994-04-11;09:30;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00004;1994-04-11;09:30;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00004;1994-06-15;09:50;1.0;BOD;BOD-T-COL-AZD;;2.3;mg/l;Fair
BGD00004;1994-09-09;09:45;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1994-11-19;11:50;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00004;1995-02-25;10:45;1.0;pH;pH-POT-25;;7.6;---;Fair
BGD00004;1995-04-15;10:30;1.0;pH;pH-POT-25;;7.6;---;Fair
BGD00004;1995-06-10;10:30;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00004;1995-06-10;10:30;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00004;1995-07-20;10:35;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00004;1995-12-24;11:30;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00004;1980-05-23;12:30;1.0;BOD;BOD-T-COL-AZD;;1.2;mg/l;Fair
BGD00004;1980-07-25;11:00;1.0;TEMP;TEMP-Hg;;28.9;°C;Fair
BGD00004;1980-07-25;11:00;1.0;O2-Dis;O2-ISE;;6.4;mg/l;Fair
BGD00004;1980-09-30;12:30;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00004;1980-10-29;09:00;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00004;1980-12-20;13:30;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00004;1981-01-31;08:45;1.0;TEMP;TEMP-Hg;;24.2;°C;Fair
BGD00004;1981-01-31;08:45;1.0;O2-Dis;O2-ISE;;8.5;mg/l;Fair
BGD00004;1981-02-23;13:00;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00004;1981-05-20;07:30;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00004;1981-05-20;07:30;1.0;O2-Dis;O2-ISE;;3.0;mg/l;Fair
BGD00004;1981-07-21;14:00;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00004;1981-09-22;13:00;1.0;BOD;BOD-T-COL-AZD;;3.1;mg/l;Fair
BGD00004;1981-09-22;13:00;1.0;O2-Dis;O2-ISE;;6.0;mg/l;Fair
BGD00004;1981-09-22;13:00;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00004;1981-10-20;14:00;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00004;1981-12-22;08:30;1.0;pH;pH-POT-25;;8.3;---;Fair
BGD00004;1981-12-22;08:30;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00004;1982-01-20;11:00;1.0;TEMP;TEMP-Hg;;23.0;°C;Fair
BGD00004;1982-02-20;10:15;1.0;O2-Dis;O2-ISE;;8.1;mg/l;Fair
BGD00004;1982-02-20;10:15;1.0;BOD;BOD-T-COL-AZD;;7.4;mg/l;Fair
BGD00004;1982-03-20;12:30;1.0;O2-Dis;O2-ISE;;8.1;mg/l;Fair
BGD00004;1982-08-25;08:30;1.0;BOD;BOD-T-COL-AZD;;1.0;mg/l;Fair
BGD00004;1982-09-16;15:00;1.0;pH;pH-POT-25;;7.7;---;Fair
BGD00004;1982-10-17;19:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00004;1982-12-23;09:50;1.0;O2-Dis;O2-ISE;;9.6;mg/l;Fair
BGD00004;1983-01-18;11:30;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00004;1983-03-22;14:00;1.0;BOD;BOD-T-COL-AZD;;0.9;mg/l;Fair
BGD00004;1983-04-19;12:00;1.0;TEMP;TEMP-Hg;;28.5;°C;Fair
BGD00004;1983-05-24;09:30;1.0;TEMP;TEMP-Hg;;31.2;°C;Fair
BGD00004;1983-05-24;09:30;1.0;O2-Dis;O2-ISE;;8.7;mg/l;Fair
BGD00004;1983-06-14;06:50;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00004;1983-07-26;09:15;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00004;1983-07-26;09:15;1.0;BOD;BOD-T-COL-AZD;;2.2;mg/l;Fair
BGD00004;1983-10-20;08:00;1.0;pH;pH-POT-25;;6.8;---;Fair
BGD00004;1983-10-20;08:00;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00004;1983-11-24;09:20;1.0;BOD;BOD-T-COL-AZD;;4.0;mg/l;Fair
BGD00004;1984-01-16;16:30;1.0;BOD;BOD-T-COL-AZD;;4.2;mg/l;Fair
BGD00005;1979-11-30;09:30;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00005;1979-11-30;09:30;1.0;O2-Dis;O2-ISE;;8.2;mg/l;Fair
BGD00005;1980-02-26;15:00;1.0;O2-Dis;O2-ISE;;4.8;mg/l;Fair
BGD00005;1980-02-26;15:00;1.0;pH;pH-POT-25;;8.5;---;Fair
BGD00005;1980-05-27;09:00;1.0;BOD;BOD-T-COL-AZD;;3.0;mg/l;Fair
BGD00005;1980-05-27;09:00;1.0;O2-Dis;O2-ISE;;5.1;mg/l;Fair
BGD00005;1980-09-28;10:30;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00005;1980-09-28;10:30;1.0;BOD;BOD-T-COL-AZD;;3.9;mg/l;Fair
BGD00005;1981-02-24;13:00;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00005;1981-04-29;12:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00005;1981-12-30;13:30;1.0;pH;pH-POT-25;;7.25;---;Fair
BGD00005;1982-02-16;12:30;1.0;TEMP;TEMP-Hg;;26.0;°C;Fair
BGD00005;1983-02-07;09:30;1.0;BOD;BOD-T-COL-AZD;;3.15;mg/l;Fair
BGD00005;1983-03-28;08:20;1.0;O2-Dis;O2-ISE;;7.8;mg/l;Fair
BGD00005;1983-06-28;08:40;1.0;BOD;BOD-T-COL-AZD;;1.6;mg/l;Fair
BGD00005;1983-06-28;08:40;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00005;1983-08-29;10:15;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00005;1983-09-28;08:00;1.0;O2-Dis;O2-ISE;;7.1;mg/l;Fair
BGD00005;1983-11-27;09:30;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00005;1983-11-27;09:30;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00005;1983-12-27;08:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00005;1984-03-30;07:00;1.0;BOD;BOD-T-COL-AZD;;3.5;mg/l;Fair
BGD00005;1984-05-29;07:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00005;1984-12-30;11:00;1.0;O2-Dis;O2-ISE;;7.5;mg/l;Fair
BGD00005;1985-03-28;12:10;1.0;BOD;BOD-T-COL-AZD;;4.9;mg/l;Fair
BGD00005;1994-05-11;10:00;1.0;O2-Dis;O2-ISE;;6.6;mg/l;Fair
BGD00005;1994-05-11;10:00;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00005;1994-08-25;09:50;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00005;1994-08-25;09:50;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00005;1980-05-27;09:00;1.0;pH;pH-POT-25;;6.75;---;Fair
BGD00005;1980-09-28;10:30;1.0;TEMP;TEMP-Hg;;29.4;°C;Fair
BGD00005;1981-12-30;13:30;1.0;O2-Dis;O2-ISE;;7.6;mg/l;Fair
BGD00005;1982-03-23;09:00;1.0;BOD;BOD-T-COL-AZD;;4.55;mg/l;Fair
BGD00005;1983-03-28;08:20;1.0;TEMP;TEMP-Hg;;31.0;°C;Fair
BGD00005;1983-04-26;10:00;1.0;BOD;BOD-T-COL-AZD;;1.4;mg/l;Fair
BGD00005;1983-05-29;08:20;1.0;BOD;BOD-T-COL-AZD;;2.4;mg/l;Fair
BGD00005;1983-08-29;10:15;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00005;1983-10-27;08:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00005;1983-10-27;08:00;1.0;BOD;BOD-T-COL-AZD;;2.9;mg/l;Fair
BGD00005;1983-11-27;09:30;1.0;O2-Dis;O2-ISE;;6.0;mg/l;Fair
BGD00005;1984-01-31;11:20;1.0;O2-Dis;O2-ISE;;5.5;mg/l;Fair
BGD00005;1984-02-29;08:00;1.0;BOD;BOD-T-COL-AZD;;3.2;mg/l;Fair
BGD00005;1984-04-22;07:00;1.0;O2-Dis;O2-ISE;;5.3;mg/l;Fair
BGD00005;1984-11-28;10:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00005;1984-11-28;10:00;1.0;O2-Dis;O2-ISE;;6.2;mg/l;Fair
BGD00005;1984-11-28;10:00;1.0;BOD;BOD-T-COL-AZD;;0.5;mg/l;Fair
BGD00005;1984-12-30;11:00;1.0;pH;pH-POT-25;;7.4;---;Fair
BGD00005;1985-03-28;12:10;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00005;1985-03-28;12:10;1.0;O2-Dis;O2-ISE;;7.5;mg/l;Fair
BGD00005;1994-05-11;10:00;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00005;1994-08-25;09:50;1.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair
BGD00005;1981-01-01;08:00;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00005;1981-04-29;12:00;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00005;1982-02-16;12:30;1.0;BOD;BOD-T-COL-AZD;;5.3;mg/l;Fair
BGD00005;1982-03-23;09:00;1.0;TEMP;TEMP-Hg;;26.0;°C;Fair
BGD00005;1982-06-29;10:30;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00005;1982-06-29;10:30;1.0;O2-Dis;O2-ISE;;4.6;mg/l;Fair
BGD00005;1982-11-23;11:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00005;1982-11-23;11:00;1.0;O2-Dis;O2-ISE;;7.3;mg/l;Fair
BGD00005;1983-02-07;09:30;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00005;1983-04-26;10:00;1.0;pH;pH-POT-25;;6.7;---;Fair
BGD00005;1983-05-29;08:20;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00005;1983-06-28;08:40;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00005;1983-08-29;10:15;1.0;O2-Dis;O2-ISE;;7.0;mg/l;Fair
BGD00005;1983-10-27;08:00;1.0;O2-Dis;O2-ISE;;7.0;mg/l;Fair
BGD00005;1983-10-27;08:00;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00005;1983-12-27;08:00;1.0;TEMP;TEMP-Hg;;21.0;°C;Fair
BGD00005;1984-01-31;11:20;1.0;pH;pH-POT-25;;6.5;---;Fair
BGD00005;1984-04-22;07:00;1.0;pH;pH-POT-25;;6.3;---;Fair
BGD00005;1984-04-22;07:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00005;1984-05-29;07:00;1.0;BOD;BOD-T-COL-AZD;;1.2;mg/l;Fair
BGD00005;1984-05-29;07:00;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00005;1984-07-26;07:00;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00005;1984-11-28;10:00;1.0;pH;pH-POT-25;;6.9;---;Fair
BGD00005;1985-01-30;12:15;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00005;1985-01-30;12:15;1.0;BOD;BOD-T-COL-AZD;;5.2;mg/l;Fair
BGD00005;1985-02-27;12:20;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00005;1979-11-30;09:30;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00005;1980-02-26;15:00;1.0;TEMP;TEMP-Hg;;26.7;°C;Fair
BGD00005;1980-09-28;10:30;1.0;pH;pH-POT-25;;7.6;---;Fair
BGD00005;1981-01-01;08:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00005;1981-02-24;13:00;1.0;BOD;BOD-T-COL-AZD;;5.9;mg/l;Fair
BGD00005;1982-02-16;12:30;1.0;pH;pH-POT-25;;6.6;---;Fair
BGD00005;1982-03-23;09:00;1.0;pH;pH-POT-25;;6.8;---;Fair
BGD00005;1982-06-29;10:30;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00005;1982-06-29;10:30;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00005;1982-11-23;11:00;1.0;TEMP;TEMP-Hg;;23.0;°C;Fair
BGD00005;1983-02-07;09:30;1.0;pH;pH-POT-25;;7.0;---;Fair
BGD00005;1983-03-28;08:20;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00005;1983-03-28;08:20;1.0;BOD;BOD-T-COL-AZD;;1.3;mg/l;Fair
BGD00005;1983-04-26;10:00;1.0;O2-Dis;O2-ISE;;7.3;mg/l;Fair
BGD00005;1983-09-28;08:00;1.0;TEMP;TEMP-Hg;;30.0;°C;Fair
BGD00005;1983-09-28;08:00;1.0;BOD;BOD-T-COL-AZD;;2.8;mg/l;Fair
BGD00005;1983-09-28;08:00;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00005;1983-11-27;09:30;1.0;BOD;BOD-T-COL-AZD;;2.7;mg/l;Fair
BGD00005;1983-12-27;08:00;1.0;O2-Dis;O2-ISE;;6.8;mg/l;Fair
BGD00005;1984-01-31;11:20;1.0;TEMP;TEMP-Hg;;21.0;°C;Fair
BGD00005;1984-02-29;08:00;1.0;O2-Dis;O2-ISE;;7.4;mg/l;Fair
BGD00005;1984-02-29;08:00;1.0;TEMP;TEMP-Hg;;23.0;°C;Fair
BGD00005;1984-03-30;07:00;1.0;O2-Dis;O2-ISE;;7.2;mg/l;Fair
BGD00005;1984-04-22;07:00;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00005;1984-07-26;07:00;1.0;pH;pH-POT-25;;6.1;---;Fair
BGD00005;1984-07-26;07:00;1.0;BOD;BOD-T-COL-AZD;;1.3;mg/l;Fair
BGD00005;1984-12-30;11:00;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00005;1985-02-27;12:20;1.0;TEMP;TEMP-Hg;;25.0;°C;Fair
BGD00005;1985-03-28;12:10;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00005;1994-05-11;10:00;1.0;BOD;BOD-T-COL-AZD;;1.9;mg/l;Fair
BGD00005;1979-11-30;09:30;1.0;BOD;BOD-T-COL-AZD;;1.5;mg/l;Fair
BGD00005;1980-02-26;15:00;1.0;BOD;BOD-T-COL-AZD;;2.2;mg/l;Fair
BGD00005;1980-05-27;09:00;1.0;TEMP;TEMP-Hg;;29.4;°C;Fair
BGD00005;1981-02-24;13:00;1.0;TEMP;TEMP-Hg;;28.0;°C;Fair
BGD00005;1981-02-24;13:00;1.0;pH;pH-POT-25;;7.5;---;Fair
BGD00005;1981-12-30;13:30;1.0;TEMP;TEMP-Hg;;21.0;°C;Fair
BGD00005;1982-01-29;10:30;1.0;pH;pH-POT-25;;6.7;---;Fair
BGD00005;1982-01-29;10:30;1.0;BOD;BOD-T-COL-AZD;;5.4;mg/l;Fair
BGD00005;1982-01-29;10:30;1.0;O2-Dis;O2-ISE;;6.7;mg/l;Fair
BGD00005;1982-01-29;10:30;1.0;TEMP;TEMP-Hg;;24.0;°C;Fair
BGD00005;1982-02-16;12:30;1.0;O2-Dis;O2-ISE;;6.3;mg/l;Fair
BGD00005;1982-03-23;09:00;1.0;O2-Dis;O2-ISE;;5.2;mg/l;Fair
BGD00005;1982-11-23;11:00;1.0;BOD;BOD-T-COL-AZD;;2.0;mg/l;Fair
BGD00005;1983-02-07;09:30;1.0;O2-Dis;O2-ISE;;8.0;mg/l;Fair
BGD00005;1983-04-26;10:00;1.0;TEMP;TEMP-Hg;;27.0;°C;Fair
BGD00005;1983-05-29;08:20;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00005;1983-05-29;08:20;1.0;O2-Dis;O2-ISE;;7.3;mg/l;Fair
BGD00005;1983-06-28;08:40;1.0;O2-Dis;O2-ISE;;7.5;mg/l;Fair
BGD00005;1983-08-29;10:15;1.0;BOD;BOD-T-COL-AZD;;1.6;mg/l;Fair
BGD00005;1983-12-27;08:00;1.0;BOD;BOD-T-COL-AZD;;3.0;mg/l;Fair
BGD00005;1984-01-31;11:20;1.0;BOD;BOD-T-COL-AZD;;2.7;mg/l;Fair
BGD00005;1984-02-29;08:00;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00005;1984-03-30;07:00;1.0;TEMP;TEMP-Hg;;26.0;°C;Fair
BGD00005;1984-03-30;07:00;1.0;pH;pH-POT-25;;7.1;---;Fair
BGD00005;1984-05-29;07:00;1.0;O2-Dis;O2-ISE;;5.8;mg/l;Fair
BGD00005;1984-07-26;07:00;1.0;O2-Dis;O2-ISE;;3.5;mg/l;Fair
BGD00005;1984-12-30;11:00;1.0;BOD;BOD-T-COL-AZD;;4.3;mg/l;Fair
BGD00005;1985-01-30;12:15;1.0;TEMP;TEMP-Hg;;18.0;°C;Fair
BGD00005;1985-01-30;12:15;1.0;O2-Dis;O2-ISE;;9.4;mg/l;Fair
BGD00005;1985-02-27;12:20;1.0;O2-Dis;O2-ISE;;8.2;mg/l;Fair
BGD00005;1985-02-27;12:20;1.0;BOD;BOD-T-COL-AZD;;5.0;mg/l;Fair
BGD00005;1994-08-25;09:50;1.0;BOD;BOD-T-COL-AZD;;1.8;mg/l;Fair
BGD00006;1980-03-18;10:20;1.0;TEMP;TEMP-Hg;;31.1;°C;Fair
BGD00006;1980-04-11;10:20;1.0;pH;pH-POT-25;;7.3;---;Fair
BGD00006;1980-06-11;12:45;1.0;TEMP;TEMP-Hg;;28.9;°C;Fair
BGD00006;1980-07-15;12:50;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00006;1980-08-11;13:30;1.0;BOD;BOD-T-COL-AZD;;2.8;mg/l;Fair
BGD00006;1980-08-11;13:30;1.0;TEMP;TEMP-Hg;;27.8;°C;Fair
BGD00006;1980-09-04;13:40;1.0;pH;pH-POT-25;;7.6;---;Fair
BGD00006;1981-01-29;14:20;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00006;1981-02-14;10:50;1.0;BOD;BOD-T-COL-AZD;;1.6;mg/l;Fair
BGD00006;1981-04-15;09:40;1.0;O2-Dis;O2-ISE;;5.8;mg/l;Fair
BGD00006;1982-01-28;14:00;1.0;pH;pH-POT-25;;7.2;---;Fair
BGD00006;1982-01-28;14:00;1.0;O2-Dis;O2-ISE;;5.5;mg/l;Fair
BGD00006;1982-02-25;13:50;1.0;O2-Dis;O2-ISE;;5.4;mg/l;Fair
BGD00006;1982-03-30;12:40;1.0;TEMP;TEMP-Hg;;29.0;°C;Fair
BGD00006;1982-04-27;12:30;1.0;O2-Dis;O2-ISE;;5.8;mg/l;Fair
BGD00006;1982-05-27;12:25;1.0;BOD;BOD-T-COL-AZD;;2.2;mg/l;Fair
BGD00006;1982-06-24;09:10;1.0;BOD;BOD-T-COL-AZD;;2.5;mg/l;Fair
BGD00006;1982-10-19;10:30;1.0;BOD;BOD-T-COL-AZD;;2.7;mg/l;Fair
