datetime,experimentid_x,ph,temperature_oc,par_umol_photons_m2_s,dissolved_oxygen_mg_l,airtemp_oc,global_light_energy_w_m2,humid_rh,wdspd_m_s,month
2018-04-25 08:30:00,Spring2018_SOT_26BAM_LRB0401,7.94,15.3,1058.111,17.05,26.67,502,16.2,1.0,4
2018-04-25 08:45:00,Spring2018_SOT_26BAM_LRB0401,7.85,16.0,1160.081,18.5,27.53,551,15.2,1.0,4
2018-04-25 09:00:00,Spring2018_SOT_26BAM_LRB0401,7.97,16.8,1254.933,19.79,28.32,598,14.6,0.5,4
2018-04-25 17:00:00,Spring2018_SOT_26BAM_LRB0401,7.98,28.3,496.4345,18.51,36.09,387,5.1,1.5,4
2018-04-25 17:15:00,Spring2018_SOT_26BAM_LRB0401,7.89,27.6,645.4424,17.23,35.96,334,6.0,1.5,4
2018-04-25 17:30:00,Spring2018_SOT_26BAM_LRB0401,7.92,26.9,541.1461,15.8,35.77,284,6.2,0.5,4
2018-04-25 17:45:00,Spring2018_SOT_26BAM_LRB0401,7.92,26.3,419.2844,14.5,35.74,226,5.6,0.5,4
2018-04-25 18:00:00,Spring2018_SOT_26BAM_LRB0401,7.83,25.5,297.3315,12.96,35.48,169,5.8,1.0,4
2018-04-25 18:15:00,Spring2018_SOT_26BAM_LRB0401,7.91,24.9,178.481,11.45,35.1,104,6.8,0.0,4
2018-04-25 18:30:00,Spring2018_SOT_26BAM_LRB0401,7.96,24.4,103.6577,9.99,34.81,73,6.4,0.0,4
2018-04-25 18:45:00,Spring2018_SOT_26BAM_LRB0401,7.98,24.0,44.34652,8.78,34.1,22,7.8,0.0,4
2018-04-25 19:00:00,Spring2018_SOT_26BAM_LRB0401,7.98,23.6,15.46649,7.7,32.43,4,9.7,0.0,4
2018-04-25 19:15:00,Spring2018_SOT_26BAM_LRB0401,7.97,23.2,4.927415,6.74,32.3,1,8.4,0.0,4
2018-04-25 19:30:00,Spring2018_SOT_26BAM_LRB0401,7.95,22.8,3.23928,6.05,30.85,1,10.6,0.0,4
2018-04-25 19:45:00,Spring2018_SOT_26BAM_LRB0401,7.95,22.5,3.148094,5.59,29.46,1,12.2,0.0,4
2018-04-25 20:00:00,Spring2018_SOT_26BAM_LRB0401,7.94,22.1,3.102361,5.31,29.14,1,12.7,0.0,4
2018-04-25 20:15:00,Spring2018_SOT_26BAM_LRB0401,7.94,21.7,3.102361,5.13,28.87,1,15.3,0.0,4
2018-04-25 20:30:00,Spring2018_SOT_26BAM_LRB0401,7.93,21.4,3.056767,5.0,27.8,1,15.5,0.0,4
2018-04-25 20:45:00,Spring2018_SOT_26BAM_LRB0401,7.92,21.1,3.056767,4.94,27.51,1,15.5,0.0,4
2018-04-25 21:00:00,Spring2018_SOT_26BAM_LRB0401,7.9,20.7,3.011174,4.89,27.19,1,16.3,0.0,4
2018-04-25 21:15:00,Spring2018_SOT_26BAM_LRB0401,7.9,20.4,2.965511,4.86,27.09,1,17.1,0.0,4
2018-04-25 21:30:00,Spring2018_SOT_26BAM_LRB0401,7.88,20.2,2.965511,4.84,25.65,1,18.6,0.0,4
2018-04-25 21:45:00,Spring2018_SOT_26BAM_LRB0401,7.88,19.9,2.919918,4.85,25.7,1,16.7,0.0,4
2018-04-25 22:00:00,Spring2018_SOT_26BAM_LRB0401,7.86,19.5,2.874255,4.84,25.16,1,16.9,0.0,4
2018-04-25 22:15:00,Spring2018_SOT_26BAM_LRB0401,7.85,19.1,2.874255,4.88,26.04,1,14.2,0.0,4
2018-04-25 22:30:00,Spring2018_SOT_26BAM_LRB0401,7.83,18.8,2.874255,4.89,25.65,1,16.2,0.0,4
2018-04-25 22:45:00,Spring2018_SOT_26BAM_LRB0401,7.83,18.4,2.874255,4.91,25.28,1,14.2,0.0,4
2018-04-25 23:00:00,Spring2018_SOT_26BAM_LRB0401,7.81,18.1,2.874255,4.98,25.04,1,14.8,0.0,4
2018-04-25 23:15:00,Spring2018_SOT_26BAM_LRB0401,7.81,17.8,2.874255,5.05,24.97,1,14.5,0.0,4
2018-04-25 23:30:00,Spring2018_SOT_26BAM_LRB0401,7.81,17.5,2.874255,5.1,24.58,1,14.2,0.0,4
2018-04-25 23:45:00,Spring2018_SOT_26BAM_LRB0401,7.81,17.2,2.828662,5.17,24.12,1,14.2,0.0,4
2018-04-27 00:00:00,Spring2018_SOT_26BAM_LRB0401,7.91,17.8,2.874255,4.83,24.8,1,22.7,0.0,4
2018-04-27 00:15:00,Spring2018_SOT_26BAM_LRB0401,7.91,17.6,2.828662,4.83,24.41,1,22.9,0.0,4
2018-04-27 00:30:00,Spring2018_SOT_26BAM_LRB0401,7.91,17.5,2.783069,4.86,24.36,1,23.6,0.0,4
2018-04-27 00:45:00,Spring2018_SOT_26BAM_LRB0401,7.91,17.3,2.783069,4.88,24.46,1,24.4,0.0,4
2018-04-27 01:00:00,Spring2018_SOT_26BAM_LRB0401,7.91,17.1,2.783069,4.89,24.46,1,22.8,0.5,4
2018-04-27 01:15:00,Spring2018_SOT_26BAM_LRB0401,7.91,16.9,2.783069,4.91,23.95,1,23.6,0.0,4
2018-04-27 01:30:00,Spring2018_SOT_26BAM_LRB0401,7.91,16.7,2.783069,4.93,23.88,1,23.7,0.0,4
2018-04-27 01:45:00,Spring2018_SOT_26BAM_LRB0401,7.91,16.5,2.783069,4.95,23.83,1,22.2,0.5,4
2018-04-27 02:00:00,Spring2018_SOT_26BAM_LRB0401,7.91,16.2,2.783069,4.97,23.71,1,21.5,0.5,4
2018-04-27 02:15:00,Spring2018_SOT_26BAM_LRB0401,7.91,15.9,2.737406,5.01,23.54,1,20.7,1.0,4
2018-04-27 02:30:00,Spring2018_SOT_26BAM_LRB0401,7.91,15.6,2.737406,5.06,23.57,1,19.5,1.5,4
2018-04-27 02:45:00,Spring2018_SOT_26BAM_LRB0401,7.92,15.5,2.737406,5.09,23.88,1,18.9,0.5,4
2018-04-27 03:00:00,Spring2018_SOT_26BAM_LRB0401,7.92,15.3,2.737406,5.13,23.3,1,20.2,1.0,4
2018-04-27 03:15:00,Spring2018_SOT_26BAM_LRB0401,7.92,15.1,2.783069,5.18,23.66,1,20.4,1.5,4
2018-04-27 03:30:00,Spring2018_SOT_26BAM_LRB0401,7.93,15.0,2.783069,5.24,23.5,1,21.4,1.0,4
2018-04-27 03:45:00,Spring2018_SOT_26BAM_LRB0401,7.94,14.8,2.783069,5.29,23.21,1,22.1,0.5,4
2018-04-27 04:00:00,Spring2018_SOT_26BAM_LRB0401,7.94,14.7,2.737406,5.34,22.99,1,23.1,0.0,4
2018-04-27 04:15:00,Spring2018_SOT_26BAM_LRB0401,7.95,14.6,2.737406,5.39,22.97,1,23.4,0.5,4
2018-04-27 04:30:00,Spring2018_SOT_26BAM_LRB0401,7.96,14.4,2.691813,5.44,23.02,1,22.4,1.0,4
2018-04-27 04:45:00,Spring2018_SOT_26BAM_LRB0401,7.96,14.2,2.691813,5.5,22.37,1,23.5,1.0,4
2018-04-27 05:00:00,Spring2018_SOT_26BAM_LRB0401,7.97,14.0,2.691813,5.55,21.84,1,24.4,1.0,4
2018-04-27 05:15:00,Spring2018_SOT_26BAM_LRB0401,7.98,13.8,2.691813,5.65,21.49,1,25.0,1.0,4
2018-04-27 05:30:00,Spring2018_SOT_26BAM_LRB0401,7.99,13.7,3.96926,5.72,21.22,1,25.3,0.5,4
2018-04-27 05:45:00,Spring2018_SOT_26BAM_LRB0401,8.0,13.5,14.55407,5.81,21.01,3,26.4,1.0,4
2018-04-27 06:00:00,Spring2018_SOT_26BAM_LRB0401,8.02,13.4,44.98524,6.13,21.56,18,25.0,2.0,4
2018-04-27 06:15:00,Spring2018_SOT_26BAM_LRB0401,8.05,13.3,79.75071,6.74,21.15,32,26.4,1.5,4
2018-04-27 06:30:00,Spring2018_SOT_26BAM_LRB0401,8.04,13.2,112.8281,7.48,21.01,46,27.2,0.5,4
2018-04-27 06:45:00,Spring2018_SOT_26BAM_LRB0401,8.0,13.2,291.3547,8.59,22.37,148,25.9,0.5,4
2018-04-27 07:00:00,Spring2018_SOT_26BAM_LRB0401,7.97,13.4,309.1937,9.88,22.68,126,26.8,1.5,4
2018-04-27 07:15:00,Spring2018_SOT_26BAM_LRB0401,7.98,13.6,506.4718,11.39,24.0,243,24.3,2.0,4
2018-04-27 07:30:00,Spring2018_SOT_26BAM_LRB0401,7.94,13.9,623.6797,13.03,24.44,298,23.9,2.5,4
2018-04-27 07:45:00,Spring2018_SOT_26BAM_LRB0401,7.94,14.3,730.2118,13.2,25.65,343,22.7,2.0,4
2018-04-27 08:00:00,Spring2018_SOT_26BAM_LRB0401,7.97,16.4,948.2944,15.75,26.35,467,22.3,2.5,4
2018-04-27 08:15:00,Spring2018_SOT_26BAM_LRB0401,7.9,16.8,1162.18,17.14,26.82,529,22.2,1.5,4
2018-04-27 08:30:00,Spring2018_SOT_26BAM_LRB0401,7.77,17.4,1073.715,18.01,27.85,511,21.8,1.0,4
2018-04-27 08:45:00,Spring2018_SOT_26BAM_LRB0401,7.97,18.1,1161.906,19.27,28.67,547,20.3,1.5,4
2018-04-27 17:00:00,Spring2018_SOT_26BAM_LRB0401,7.98,28.6,719.4446,18.86,36.58,359,9.6,2.0,4
2018-04-27 17:15:00,Spring2018_SOT_26BAM_LRB0401,7.86,27.9,604.1528,17.45,35.85,303,9.7,2.5,4
2018-04-27 17:30:00,Spring2018_SOT_26BAM_LRB0401,7.87,27.3,501.5901,15.94,36.09,256,9.9,0.5,4
2018-04-27 17:45:00,Spring2018_SOT_26BAM_LRB0401,8.0,26.7,393.735,14.86,35.96,203,10.0,2.0,4
2018-04-27 18:00:00,Spring2018_SOT_26BAM_LRB0401,7.94,25.9,304.8594,13.19,35.72,161,9.8,2.0,4
2018-04-27 18:15:00,Spring2018_SOT_26BAM_LRB0401,7.82,25.1,220.9569,11.28,35.5,122,9.8,1.5,4
2018-04-27 18:30:00,Spring2018_SOT_26BAM_LRB0401,7.9,24.5,117.1167,9.84,34.86,73,11.4,1.5,4
2018-04-27 18:45:00,Spring2018_SOT_26BAM_LRB0401,7.93,23.9,55.9806,8.68,34.28,33,12.2,1.5,4
2018-04-27 19:00:00,Spring2018_SOT_26BAM_LRB0401,7.94,23.5,21.44325,7.62,33.7,11,13.1,1.5,4
2018-04-27 19:15:00,Spring2018_SOT_26BAM_LRB0401,7.94,23.0,5.611731,6.65,33.05,1,13.6,0.5,4
2018-04-27 19:30:00,Spring2018_SOT_26BAM_LRB0401,7.93,22.6,3.376129,5.89,32.64,1,14.2,1.0,4
2018-04-27 19:45:00,Spring2018_SOT_26BAM_LRB0401,7.93,22.2,3.23928,5.38,32.3,1,14.7,0.5,4
2018-04-27 20:00:00,Spring2018_SOT_26BAM_LRB0401,7.94,21.8,3.23928,5.06,31.79,1,15.0,0.0,4
2018-04-27 20:15:00,Spring2018_SOT_26BAM_LRB0401,7.94,21.6,3.193687,4.85,31.43,1,15.7,0.0,4
2018-04-27 20:30:00,Spring2018_SOT_26BAM_LRB0401,7.94,21.3,3.148094,4.72,31.05,1,15.9,0.0,4
2018-04-27 20:45:00,Spring2018_SOT_26BAM_LRB0401,7.94,21.0,3.148094,4.65,30.82,1,16.0,0.0,4
2018-04-27 21:00:00,Spring2018_SOT_26BAM_LRB0401,7.94,20.7,3.148094,4.55,30.29,1,17.5,0.0,4
2018-04-27 21:15:00,Spring2018_SOT_26BAM_LRB0401,7.93,20.4,3.148094,4.5,30.7,1,16.2,0.0,4
2018-04-27 21:30:00,Spring2018_SOT_26BAM_LRB0401,7.92,20.2,3.148094,4.43,30.24,1,16.2,0.0,4
2018-04-27 21:45:00,Spring2018_SOT_26BAM_LRB0401,7.9,20.0,3.056767,4.37,29.19,1,18.2,0.0,4
2018-04-27 22:00:00,Spring2018_SOT_26BAM_LRB0401,7.88,19.8,3.056767,4.33,29.14,1,17.6,0.0,4
2018-04-27 22:15:00,Spring2018_SOT_26BAM_LRB0401,7.87,19.5,3.056767,4.3,28.69,1,18.1,0.0,4
2018-04-27 22:30:00,Spring2018_SOT_26BAM_LRB0401,7.85,19.3,3.011174,4.25,27.8,1,20.0,0.0,4
2018-04-27 22:45:00,Spring2018_SOT_26BAM_LRB0401,7.83,19.1,3.011174,4.24,27.14,1,20.9,0.0,4
2018-04-27 23:00:00,Spring2018_SOT_26BAM_LRB0401,7.82,19.0,2.965511,4.21,26.7,1,19.7,0.0,4
2018-04-27 23:15:00,Spring2018_SOT_26BAM_LRB0401,7.81,18.8,2.965511,4.22,26.72,1,20.6,0.0,4
2018-04-27 23:30:00,Spring2018_SOT_26BAM_LRB0401,7.8,18.6,2.965511,4.25,26.67,1,20.7,0.0,4
2018-04-27 23:45:00,Spring2018_SOT_26BAM_LRB0401,7.8,18.4,2.965511,4.28,25.87,1,22.2,0.0,4
2018-04-28 00:00:00,Spring2018_SOT_26BAM_LRB0401,7.8,18.2,2.965511,4.34,25.65,1,22.7,0.0,4
2018-04-28 00:15:00,Spring2018_SOT_26BAM_LRB0401,7.8,18.0,2.919918,4.4,25.89,1,22.2,0.0,4
2018-04-28 00:30:00,Spring2018_SOT_26BAM_LRB0401,7.8,17.8,2.919918,4.47,25.77,1,21.5,0.0,4
2018-04-28 00:45:00,Spring2018_SOT_26BAM_LRB0401,7.81,17.6,2.874255,4.53,24.85,1,22.2,0.0,4
2018-04-28 01:00:00,Spring2018_SOT_26BAM_LRB0401,7.82,17.4,2.874255,4.61,25.31,1,21.9,0.0,4
2018-04-28 01:15:00,Spring2018_SOT_26BAM_LRB0401,7.83,17.2,2.874255,4.68,24.97,1,22.9,0.5,4
2018-04-28 01:30:00,Spring2018_SOT_26BAM_LRB0401,7.84,17.1,2.874255,4.78,24.8,1,23.0,0.0,4
2018-04-28 01:45:00,Spring2018_SOT_26BAM_LRB0401,7.85,16.9,2.874255,4.84,25.26,1,22.5,0.5,4
2018-04-28 02:00:00,Spring2018_SOT_26BAM_LRB0401,7.86,16.7,2.874255,4.93,24.73,1,24.4,0.0,4
2018-04-28 02:15:00,Spring2018_SOT_26BAM_LRB0401,7.87,16.6,2.828662,5.01,24.87,1,23.7,0.0,4
2018-04-28 02:30:00,Spring2018_SOT_26BAM_LRB0401,7.88,16.4,2.874255,5.07,24.6,1,23.5,0.0,4
2018-04-28 02:45:00,Spring2018_SOT_26BAM_LRB0401,7.89,16.3,2.828662,5.13,23.91,1,26.1,0.0,4
2018-04-28 03:00:00,Spring2018_SOT_26BAM_LRB0401,7.9,16.1,2.828662,5.18,24.1,1,25.0,0.0,4
2018-04-28 03:15:00,Spring2018_SOT_26BAM_LRB0401,7.91,15.9,2.874255,5.23,25.06,1,22.3,0.0,4
2018-04-28 03:30:00,Spring2018_SOT_26BAM_LRB0401,7.92,15.8,2.874255,5.28,24.32,1,23.5,0.0,4
2018-04-28 03:45:00,Spring2018_SOT_26BAM_LRB0401,7.92,15.6,2.783069,5.34,23.26,1,26.2,1.0,4
2018-04-28 04:00:00,Spring2018_SOT_26BAM_LRB0401,7.93,15.4,2.783069,5.39,21.99,1,29.4,0.0,4
2018-04-28 04:15:00,Spring2018_SOT_26BAM_LRB0401,7.94,15.2,2.783069,5.41,21.46,1,30.8,0.0,4
2018-04-28 04:30:00,Spring2018_SOT_26BAM_LRB0401,7.95,15.0,2.691813,5.47,21.46,1,30.7,0.0,4
2018-04-28 04:45:00,Spring2018_SOT_26BAM_LRB0401,7.96,14.8,2.691813,5.52,21.89,1,28.0,1.0,4
2018-04-28 05:00:00,Spring2018_SOT_26BAM_LRB0401,7.97,14.6,2.691813,5.58,21.49,1,26.1,0.5,4
2018-04-28 05:15:00,Spring2018_SOT_26BAM_LRB0401,7.98,14.4,2.783069,5.65,21.87,1,24.8,0.0,4
2018-04-28 05:30:00,Spring2018_SOT_26BAM_LRB0401,7.98,14.2,4.653646,5.72,22.25,1,24.6,1.0,4
2018-04-28 05:45:00,Spring2018_SOT_26BAM_LRB0401,7.98,14.0,18.43207,5.74,21.96,6,25.2,2.0,4
2018-04-28 06:00:00,Spring2018_SOT_26BAM_LRB0401,7.99,13.8,55.11377,6.01,21.44,19,26.4,1.5,4
2018-04-28 06:15:00,Spring2018_SOT_26BAM_LRB0401,8.03,13.7,118.4854,6.64,21.53,62,26.7,2.0,4
2018-04-28 06:30:00,Spring2018_SOT_26BAM_LRB0401,7.99,13.6,203.4373,7.53,21.87,102,26.9,1.5,4
2018-04-28 06:45:00,Spring2018_SOT_26BAM_LRB0401,7.89,13.6,295.3696,8.69,22.25,144,26.1,2.0,4
2018-04-28 07:00:00,Spring2018_SOT_26BAM_LRB0401,7.82,13.7,397.7954,10.05,23.16,193,25.6,1.5,4
2018-04-28 07:15:00,Spring2018_SOT_26BAM_LRB0401,7.79,13.9,505.9243,11.54,23.45,243,25.9,2.0,4
2018-04-28 07:30:00,Spring2018_SOT_26BAM_LRB0401,7.83,15.2,616.6082,12.57,24.0,294,25.9,2.0,4
2018-04-28 07:45:00,Spring2018_SOT_26BAM_LRB0401,7.86,15.5,725.8776,14.55,24.94,346,23.9,2.0,4
2018-04-28 08:00:00,Spring2018_SOT_26BAM_LRB0401,7.95,15.9,836.9263,15.99,25.79,397,23.3,2.0,4
2018-04-28 08:15:00,Spring2018_SOT_26BAM_LRB0401,7.85,16.5,942.8196,17.37,27.14,447,21.3,1.5,4
2018-04-28 08:30:00,Spring2018_SOT_26BAM_LRB0401,8.0,17.1,1045.565,18.72,27.9,496,20.4,1.0,4
2018-04-28 17:00:00,Spring2018_SOT_26BAM_LRB0401,7.96,27.0,725.9688,19.36,35.1,359,10.5,2.5,4
2018-04-28 17:15:00,Spring2018_SOT_26BAM_LRB0401,7.84,26.4,620.4861,18.14,35.31,309,10.9,2.0,4
2018-04-28 17:30:00,Spring2018_SOT_26BAM_LRB0401,7.88,25.7,516.5091,16.74,35.02,262,10.7,2.5,4
2018-04-28 17:45:00,Spring2018_SOT_26BAM_LRB0401,7.84,24.9,413.5815,15.22,34.52,214,10.8,3.5,4
2018-04-28 18:00:00,Spring2018_SOT_26BAM_LRB0401,7.99,24.3,311.4293,13.48,34.12,164,11.1,3.0,4
2018-04-28 18:15:00,Spring2018_SOT_26BAM_LRB0401,7.84,23.6,218.5388,11.72,33.99,119,11.4,3.0,4
2018-04-28 18:30:00,Spring2018_SOT_26BAM_LRB0401,7.89,22.7,124.9185,10.07,33.44,72,12.3,2.5,4
2018-04-28 18:45:00,Spring2018_SOT_26BAM_LRB0401,7.91,22.1,54.65749,8.67,32.87,32,11.7,3.0,4
2018-04-28 19:00:00,Spring2018_SOT_26BAM_LRB0401,7.91,21.5,22.17323,7.57,32.28,9,11.5,2.5,4
2018-04-28 19:15:00,Spring2018_SOT_26BAM_LRB0401,7.88,21.0,5.931093,6.54,31.71,1,11.7,1.5,4
2018-04-28 19:30:00,Spring2018_SOT_26BAM_LRB0401,7.85,20.6,3.330536,5.77,31.36,1,11.3,1.0,4
2018-04-28 19:45:00,Spring2018_SOT_26BAM_LRB0401,7.84,20.2,3.23928,5.25,31.0,1,11.6,1.0,4
2018-04-28 20:00:00,Spring2018_SOT_26BAM_LRB0401,7.83,19.8,3.148094,4.9,30.75,1,11.7,1.0,4
2018-04-28 20:15:00,Spring2018_SOT_26BAM_LRB0401,7.83,19.4,3.148094,4.65,30.52,1,10.6,1.5,4
2018-04-28 20:30:00,Spring2018_SOT_26BAM_LRB0401,7.82,19.0,3.148094,4.51,30.14,1,10.4,1.5,4
2018-04-28 20:45:00,Spring2018_SOT_26BAM_LRB0401,7.81,18.7,3.102361,4.43,29.51,1,10.7,0.0,4
2018-04-28 21:00:00,Spring2018_SOT_26BAM_LRB0401,7.8,18.4,3.056767,4.42,28.47,1,11.3,0.0,4
2018-04-28 21:15:00,Spring2018_SOT_26BAM_LRB0401,7.8,18.1,3.056767,4.41,27.21,1,12.8,0.0,4
2018-04-28 21:30:00,Spring2018_SOT_26BAM_LRB0401,7.79,17.9,3.011174,4.42,26.96,1,12.8,0.0,4
2018-04-28 21:45:00,Spring2018_SOT_26BAM_LRB0401,7.78,17.6,2.965511,4.44,26.57,1,13.9,0.0,4
2018-04-28 22:00:00,Spring2018_SOT_26BAM_LRB0401,7.77,17.4,2.965511,4.47,26.23,1,14.0,0.0,4
2018-04-28 22:15:00,Spring2018_SOT_26BAM_LRB0401,7.76,17.2,2.874255,4.49,25.48,1,17.4,0.0,4
2018-04-28 22:30:00,Spring2018_SOT_26BAM_LRB0401,7.74,16.9,2.874255,4.52,24.7,1,17.6,0.0,4
2018-04-28 22:45:00,Spring2018_SOT_26BAM_LRB0401,7.73,16.7,2.828662,4.55,24.73,1,17.0,0.0,4
2018-04-28 23:00:00,Spring2018_SOT_26BAM_LRB0401,7.72,16.4,2.874255,4.57,23.47,1,17.9,0.0,4
2018-04-28 23:15:00,Spring2018_SOT_26BAM_LRB0401,7.72,16.1,2.828662,4.6,24.32,1,16.4,0.0,4
2018-04-28 23:30:00,Spring2018_SOT_26BAM_LRB0401,7.71,15.9,2.783069,4.61,23.3,1,16.9,0.0,4
2018-04-28 23:45:00,Spring2018_SOT_26BAM_LRB0401,7.7,15.7,2.783069,4.64,24.75,1,13.3,0.0,4
2018-04-30 00:00:00,Spring2018_SOT_26BAM_LRB0401,7.7,12.4,2.783069,5.07,23.35,1,14.2,1.5,4
2018-04-30 00:15:00,Spring2018_SOT_26BAM_LRB0401,7.7,12.2,2.737406,5.11,23.11,1,15.3,1.0,4
2018-04-30 00:30:00,Spring2018_SOT_26BAM_LRB0401,7.7,12.1,2.691813,5.13,22.82,1,16.1,0.0,4
2018-04-30 00:45:00,Spring2018_SOT_26BAM_LRB0401,7.7,12.0,2.691813,5.17,22.27,1,17.5,0.5,4
2018-04-30 01:00:00,Spring2018_SOT_26BAM_LRB0401,7.7,11.9,2.691813,5.21,22.66,1,18.9,0.5,4
2018-04-30 01:15:00,Spring2018_SOT_26BAM_LRB0401,7.7,11.8,2.691813,5.23,22.66,1,19.1,1.0,4
2018-04-30 01:30:00,Spring2018_SOT_26BAM_LRB0401,7.71,11.7,2.691813,5.27,22.97,1,17.8,2.0,4
2018-04-30 01:45:00,Spring2018_SOT_26BAM_LRB0401,7.71,11.6,2.691813,5.3,22.42,1,17.7,1.0,4
2018-04-30 02:00:00,Spring2018_SOT_26BAM_LRB0401,7.71,11.4,2.64622,5.33,21.87,1,18.2,1.0,4
2018-04-30 02:15:00,Spring2018_SOT_26BAM_LRB0401,7.72,11.3,2.64622,5.35,20.27,1,19.7,0.0,4
2018-04-30 02:30:00,Spring2018_SOT_26BAM_LRB0401,7.72,11.2,2.600557,5.38,20.27,1,19.3,0.0,4
2018-04-30 02:45:00,Spring2018_SOT_26BAM_LRB0401,7.72,11.1,2.600557,5.42,20.27,1,18.8,0.0,4
2018-04-30 03:00:00,Spring2018_SOT_26BAM_LRB0401,7.73,11.0,2.600557,5.45,20.22,1,18.4,0.0,4
2018-04-30 03:15:00,Spring2018_SOT_26BAM_LRB0401,7.73,10.9,2.554964,5.48,19.67,1,18.7,0.0,4
2018-04-30 03:30:00,Spring2018_SOT_26BAM_LRB0401,7.73,10.8,2.50937,5.52,19.56,1,19.5,0.5,4
2018-04-30 03:45:00,Spring2018_SOT_26BAM_LRB0401,7.74,10.7,2.50937,5.54,20.08,1,16.2,2.0,4
2018-04-30 04:00:00,Spring2018_SOT_26BAM_LRB0401,7.74,10.5,2.50937,5.58,19.39,1,15.9,1.5,4
2018-04-30 04:15:00,Spring2018_SOT_26BAM_LRB0401,7.75,10.3,2.50937,5.64,19.1,1,15.7,2.0,4
2018-04-30 04:30:00,Spring2018_SOT_26BAM_LRB0401,7.75,10.2,2.50937,5.67,18.53,1,17.1,1.0,4
2018-04-30 04:45:00,Spring2018_SOT_26BAM_LRB0401,7.76,10.0,2.463637,5.73,18.44,1,17.9,0.5,4
2018-04-30 05:00:00,Spring2018_SOT_26BAM_LRB0401,7.77,9.8,2.418044,5.8,17.22,1,19.6,0.5,4
2018-04-30 05:15:00,Spring2018_SOT_26BAM_LRB0401,7.77,9.7,2.50937,5.85,17.06,1,19.9,0.5,4
2018-04-30 05:30:00,Spring2018_SOT_26BAM_LRB0401,7.78,9.5,4.927415,5.92,16.99,1,20.0,0.5,4
2018-04-30 05:45:00,Spring2018_SOT_26BAM_LRB0401,7.79,9.4,22.4014,6.05,16.58,8,21.8,1.5,4
2018-04-30 06:00:00,Spring2018_SOT_26BAM_LRB0401,7.83,9.2,62.64167,6.4,16.3,27,23.3,0.5,4
2018-04-30 06:15:00,Spring2018_SOT_26BAM_LRB0401,7.88,9.2,130.8952,6.94,17.2,69,22.9,0.5,4
2018-04-30 06:30:00,Spring2018_SOT_26BAM_LRB0401,7.97,9.2,223.3749,7.68,17.7,114,22.9,0.5,4
2018-04-30 06:45:00,Spring2018_SOT_26BAM_LRB0401,7.82,9.3,322.1053,8.6,18.1,162,25.0,0.5,4
2018-04-30 07:00:00,Spring2018_SOT_26BAM_LRB0401,7.98,9.5,428.4092,9.57,19.34,211,23.5,0.5,4
2018-04-30 07:15:00,Spring2018_SOT_26BAM_LRB0401,7.92,9.8,538.0892,10.57,21.08,262,21.6,0.0,4
2018-04-30 07:30:00,Spring2018_SOT_26BAM_LRB0401,7.87,10.2,649.1379,10.42,21.68,313,20.1,0.5,4
2018-04-30 07:45:00,Spring2018_SOT_26BAM_LRB0401,7.96,13.0,762.3768,11.29,21.91,368,20.5,1.0,4
2018-04-30 15:45:00,Spring2018_SOT_26BAM_LRB0401,7.92,26.0,999.4389,14.21,29.56,341,13.5,2.5,4
2018-04-30 16:15:00,Spring2018_SOT_26BAM_LRB0401,7.98,24.9,775.334,13.95,28.59,381,14.6,2.0,4
2018-04-30 16:30:00,Spring2018_SOT_26BAM_LRB0401,7.93,24.2,874.1554,14.34,29.24,459,14.4,3.0,4
2018-04-30 16:45:00,Spring2018_SOT_26BAM_LRB0401,7.95,23.6,559.1219,13.87,28.89,287,14.6,0.5,4
2018-04-30 17:00:00,Spring2018_SOT_26BAM_LRB0401,7.97,22.9,463.631,13.98,28.54,267,15.4,2.5,4
2018-04-30 17:15:00,Spring2018_SOT_26BAM_LRB0401,7.99,22.3,416.8663,13.73,28.74,241,15.0,1.5,4
2018-04-30 17:30:00,Spring2018_SOT_26BAM_LRB0401,7.97,21.6,269.8659,12.66,28.02,128,15.5,1.5,4
2018-04-30 17:45:00,Spring2018_SOT_26BAM_LRB0401,7.87,21.2,200.2893,11.97,27.95,107,15.8,1.0,4
2018-04-30 18:00:00,Spring2018_SOT_26BAM_LRB0401,7.94,20.6,149.0535,11.44,27.55,76,16.6,2.5,4
2018-04-30 18:15:00,Spring2018_SOT_26BAM_LRB0401,7.99,20.1,101.6046,9.94,27.58,49,17.0,1.5,4
2018-04-30 18:30:00,Spring2018_SOT_26BAM_LRB0401,7.9,19.5,55.25062,9.02,27.33,29,17.0,2.0,4
2018-04-30 18:45:00,Spring2018_SOT_26BAM_LRB0401,7.88,18.8,26.27941,7.9,27.11,14,13.8,2.0,4
2018-04-30 19:00:00,Spring2018_SOT_26BAM_LRB0401,7.88,18.1,9.170443,7.32,26.65,3,14.2,3.0,4
2018-04-30 19:15:00,Spring2018_SOT_26BAM_LRB0401,7.89,17.7,4.242958,6.63,26.33,1,15.1,2.5,4
2018-04-30 19:30:00,Spring2018_SOT_26BAM_LRB0401,7.87,17.2,2.783069,6.17,26.06,1,15.6,3.0,4
2018-04-30 19:45:00,Spring2018_SOT_26BAM_LRB0401,7.88,16.7,2.691813,5.98,25.84,1,16.0,2.0,4
2018-04-30 20:00:00,Spring2018_SOT_26BAM_LRB0401,7.88,16.2,2.691813,5.68,25.67,1,16.3,1.5,4
