time,temperature_2m (°C),relativehumidity_2m (%),diffuse_radiation (W/m²)
2023-06-06T00:00,28.7,82,0.0
2023-06-06T01:00,28.2,87,0.0
2023-06-06T02:00,28.0,90,0.0
2023-06-06T03:00,27.8,92,0.0
2023-06-06T04:00,27.6,94,0.0
2023-06-06T05:00,27.4,95,0.0
2023-06-06T06:00,27.6,95,24.0
2023-06-06T07:00,29.4,88,73.0
2023-06-06T08:00,31.0,80,133.0
2023-06-06T09:00,32.7,74,166.0
2023-06-06T10:00,34.5,62,192.0
2023-06-06T11:00,35.7,54,224.0
2023-06-06T12:00,35.8,52,239.0
2023-06-06T13:00,37.1,47,241.0
2023-06-06T14:00,37.8,43,260.0
2023-06-06T15:00,37.7,42,223.0
2023-06-06T16:00,37.4,43,179.0
2023-06-06T17:00,36.8,45,120.0
2023-06-06T18:00,35.5,52,70.0
2023-06-06T19:00,34.0,68,12.0
2023-06-06T20:00,33.2,69,0.0
2023-06-06T21:00,32.3,70,0.0
2023-06-06T22:00,31.3,71,0.0
2023-06-06T23:00,30.2,75,0.0
2023-06-07T00:00,29.4,81,0.0
2023-06-07T01:00,28.8,84,0.0
2023-06-07T02:00,28.5,87,0.0
2023-06-07T03:00,28.1,89,0.0
2023-06-07T04:00,28.0,90,0.0
2023-06-07T05:00,27.8,92,0.0
2023-06-07T06:00,27.8,92,25.0
2023-06-07T07:00,29.4,87,103.0
2023-06-07T08:00,31.1,82,169.0
2023-06-07T09:00,32.8,74,227.0
2023-06-07T10:00,33.9,66,305.0
2023-06-07T11:00,34.6,61,388.0
2023-06-07T12:00,34.9,59,384.0
2023-06-07T13:00,35.8,54,412.0
2023-06-07T14:00,35.6,54,392.0
2023-06-07T15:00,35.3,55,322.0
2023-06-07T16:00,34.8,57,232.0
2023-06-07T17:00,34.4,58,167.0
2023-06-07T18:00,33.3,67,90.0
2023-06-07T19:00,31.6,76,13.0
2023-06-07T20:00,30.6,82,0.0
2023-06-07T21:00,30.1,84,0.0
2023-06-07T22:00,29.7,85,0.0
2023-06-07T23:00,29.4,87,0.0
2023-06-08T00:00,29.1,88,0.0
2023-06-08T01:00,28.9,90,0.0
2023-06-08T02:00,28.7,92,0.0
2023-06-08T03:00,28.5,93,0.0
2023-06-08T04:00,28.4,94,0.0
2023-06-08T05:00,28.3,95,0.0
2023-06-08T06:00,28.8,95,18.0
2023-06-08T07:00,29.7,92,81.0
2023-06-08T08:00,30.0,90,120.0
2023-06-08T09:00,29.7,90,145.0
2023-06-08T10:00,29.6,90,136.0
2023-06-08T11:00,30.6,86,331.0
2023-06-08T12:00,31.6,80,352.0
2023-06-08T13:00,31.2,85,256.0
2023-06-08T14:00,30.6,88,197.0
2023-06-08T15:00,29.8,91,157.0
2023-06-08T16:00,29.8,91,165.0
2023-06-08T17:00,29.8,91,128.0
2023-06-08T18:00,29.7,92,61.0
2023-06-08T19:00,29.1,95,9.0
2023-06-08T20:00,28.6,97,0.0
2023-06-08T21:00,28.4,98,0.0
2023-06-08T22:00,28.2,98,0.0
2023-06-08T23:00,28.0,97,0.0
2023-06-09T00:00,27.4,97,0.0
2023-06-09T01:00,27.2,97,0.0
2023-06-09T02:00,27.0,97,0.0
2023-06-09T03:00,27.0,97,0.0
2023-06-09T04:00,26.9,97,0.0
2023-06-09T05:00,26.8,97,0.0
2023-06-09T06:00,27.1,97,10.0
2023-06-09T07:00,27.3,95,63.0
2023-06-09T08:00,27.6,94,111.0
2023-06-09T09:00,28.0,93,154.0
2023-06-09T10:00,28.3,93,256.0
2023-06-09T11:00,28.5,91,280.0
2023-06-09T12:00,29.0,87,178.0
2023-06-09T13:00,29.3,86,306.0
2023-06-09T14:00,29.8,84,321.0
2023-06-09T15:00,30.5,79,310.0
2023-06-09T16:00,30.4,80,226.0
2023-06-09T17:00,29.9,81,165.0
2023-06-09T18:00,28.3,88,82.0
2023-06-09T19:00,27.7,92,10.0
2023-06-09T20:00,27.3,94,0.0
2023-06-09T21:00,27.0,95,0.0
2023-06-09T22:00,26.8,96,0.0
2023-06-09T23:00,26.7,96,0.0
2023-06-10T00:00,26.0,96,0.0
2023-06-10T01:00,25.9,95,0.0
2023-06-10T02:00,25.8,96,0.0
2023-06-10T03:00,25.7,96,0.0
2023-06-10T04:00,25.7,97,0.0
2023-06-10T05:00,25.7,97,0.0
2023-06-10T06:00,25.7,97,7.0
2023-06-10T07:00,26.4,94,60.0
2023-06-10T08:00,27.5,88,166.0
2023-06-10T09:00,28.8,82,263.0
2023-06-10T10:00,29.6,77,284.0
2023-06-10T11:00,29.7,78,272.0
2023-06-10T12:00,29.4,79,293.0
2023-06-10T13:00,30.3,74,393.0
2023-06-10T14:00,29.3,78,220.0
2023-06-10T15:00,27.5,91,128.0
2023-06-10T16:00,26.1,93,55.0
2023-06-10T17:00,25.5,95,39.0
2023-06-10T18:00,25.6,96,15.0
2023-06-10T19:00,25.3,97,3.0
2023-06-10T20:00,25.3,97,0.0
2023-06-10T21:00,25.3,97,0.0
2023-06-10T22:00,25.4,97,0.0
2023-06-10T23:00,25.4,97,0.0
2023-06-11T00:00,25.3,97,0.0
2023-06-11T01:00,25.3,98,0.0
2023-06-11T02:00,25.3,98,0.0
2023-06-11T03:00,25.3,98,0.0
2023-06-11T04:00,25.2,98,0.0
2023-06-11T05:00,25.1,98,0.0
2023-06-11T06:00,25.4,97,10.0
2023-06-11T07:00,25.7,96,54.0
2023-06-11T08:00,26.5,94,119.0
2023-06-11T09:00,27.2,93,172.0
2023-06-11T10:00,27.6,91,196.0
2023-06-11T11:00,28.0,90,239.0
2023-06-11T12:00,29.2,82,309.0
2023-06-11T13:00,29.9,80,325.0
2023-06-11T14:00,30.0,79,283.0
2023-06-11T15:00,29.8,80,284.0
2023-06-11T16:00,29.3,82,228.0
2023-06-11T17:00,28.9,84,178.0
2023-06-11T18:00,28.5,86,86.0
2023-06-11T19:00,27.8,90,13.0
2023-06-11T20:00,27.3,91,0.0
2023-06-11T21:00,26.9,92,0.0
2023-06-11T22:00,26.7,93,0.0
2023-06-11T23:00,26.5,94,0.0
2023-06-12T00:00,26.2,95,0.0
2023-06-12T01:00,26.0,95,0.0
2023-06-12T02:00,25.8,95,0.0
2023-06-12T03:00,25.8,95,0.0
2023-06-12T04:00,25.7,96,0.0
2023-06-12T05:00,25.6,95,0.0
2023-06-12T06:00,25.6,95,12.0
2023-06-12T07:00,26.6,92,84.0
2023-06-12T08:00,27.2,92,131.0
2023-06-12T09:00,27.9,90,178.0
2023-06-12T10:00,28.8,88,253.0
2023-06-12T11:00,30.0,85,278.0
2023-06-12T12:00,31.7,78,326.0
2023-06-12T13:00,32.2,74,279.0
2023-06-12T14:00,31.9,75,231.0
2023-06-12T15:00,31.7,77,232.0
2023-06-12T16:00,31.6,78,187.0
2023-06-12T17:00,30.9,80,139.0
2023-06-12T18:00,29.0,89,76.0
2023-06-12T19:00,28.6,92,15.0
2023-06-12T20:00,28.3,92,0.0
2023-06-12T21:00,27.9,93,0.0
2023-06-12T22:00,27.5,94,0.0
2023-06-12T23:00,27.3,95,0.0
2023-06-13T00:00,26.5,96,0.0
2023-06-13T01:00,26.4,96,0.0
2023-06-13T02:00,26.2,96,0.0
2023-06-13T03:00,26.2,96,0.0
2023-06-13T04:00,26.2,96,0.0
2023-06-13T05:00,26.2,97,0.0
2023-06-13T06:00,26.3,96,13.0
2023-06-13T07:00,26.9,95,79.0
2023-06-13T08:00,28.2,89,125.0
2023-06-13T09:00,29.1,85,183.0
2023-06-13T10:00,30.7,78,211.0
2023-06-13T11:00,32.0,73,258.0
2023-06-13T12:00,32.9,71,295.0
2023-06-13T13:00,33.4,68,281.0
2023-06-13T14:00,33.7,67,275.0
2023-06-13T15:00,33.4,70,204.0
2023-06-13T16:00,32.1,74,186.0
2023-06-13T17:00,31.1,76,173.0
2023-06-13T18:00,30.9,80,85.0
2023-06-13T19:00,29.9,81,15.0
2023-06-13T20:00,29.2,86,0.0
2023-06-13T21:00,28.8,89,0.0
2023-06-13T22:00,28.5,90,0.0
2023-06-13T23:00,28.1,92,0.0
2023-06-14T00:00,28.1,93,0.0
2023-06-14T01:00,28.1,94,0.0
2023-06-14T02:00,28.0,94,0.0
2023-06-14T03:00,28.1,94,0.0
2023-06-14T04:00,27.6,91,0.0
2023-06-14T05:00,27.6,95,0.0
2023-06-14T06:00,27.7,93,11.0
2023-06-14T07:00,28.4,91,90.0
2023-06-14T08:00,28.8,87,138.0
2023-06-14T09:00,30.0,82,242.0
2023-06-14T10:00,31.1,77,355.0
2023-06-14T11:00,32.4,71,423.0
2023-06-14T12:00,33.4,66,396.0
2023-06-14T13:00,34.7,59,433.0
2023-06-14T14:00,34.9,57,387.0
2023-06-14T15:00,35.0,57,335.0
2023-06-14T16:00,33.7,63,249.0
2023-06-14T17:00,32.9,66,164.0
2023-06-14T18:00,32.6,69,90.0
2023-06-14T19:00,31.3,74,16.0
2023-06-14T20:00,30.3,79,0.0
2023-06-14T21:00,29.5,83,0.0
2023-06-14T22:00,29.1,87,0.0
2023-06-14T23:00,28.9,89,0.0
2023-06-15T00:00,29.0,91,0.0
2023-06-15T01:00,29.1,90,0.0
2023-06-15T02:00,28.9,89,0.0
2023-06-15T03:00,28.9,89,0.0
2023-06-15T04:00,28.8,90,0.0
2023-06-15T05:00,28.6,89,0.0
2023-06-15T06:00,28.5,91,11.0
2023-06-15T07:00,28.9,89,85.0
2023-06-15T08:00,30.1,84,129.0
2023-06-15T09:00,31.8,76,200.0
2023-06-15T10:00,32.5,72,267.0
2023-06-15T11:00,33.1,71,312.0
2023-06-15T12:00,32.0,77,365.0
2023-06-15T13:00,32.6,73,398.0
2023-06-15T14:00,32.5,73,414.0
2023-06-15T15:00,32.8,71,366.0
2023-06-15T16:00,32.5,72,291.0
2023-06-15T17:00,31.8,75,177.0
2023-06-15T18:00,31.0,80,93.0
2023-06-15T19:00,30.1,84,17.0
2023-06-15T20:00,29.5,87,0.0
2023-06-15T21:00,29.1,89,0.0
2023-06-15T22:00,28.9,91,0.0
2023-06-15T23:00,28.8,92,0.0
2023-06-16T00:00,28.7,92,0.0
2023-06-16T01:00,28.7,90,0.0
2023-06-16T02:00,27.9,93,0.0
2023-06-16T03:00,27.7,93,0.0
2023-06-16T04:00,27.6,93,0.0
2023-06-16T05:00,27.5,94,0.0
2023-06-16T06:00,27.4,93,12.0
2023-06-16T07:00,27.6,93,61.0
2023-06-16T08:00,28.6,90,132.0
2023-06-16T09:00,30.1,85,258.0
2023-06-16T10:00,31.8,77,306.0
2023-06-16T11:00,32.7,74,391.0
2023-06-16T12:00,33.2,70,357.0
2023-06-16T13:00,33.3,70,453.0
2023-06-16T14:00,33.6,68,403.0
2023-06-16T15:00,33.6,67,340.0
2023-06-16T16:00,32.3,71,272.0
2023-06-16T17:00,31.9,72,186.0
2023-06-16T18:00,31.3,77,96.0
2023-06-16T19:00,30.2,82,15.0
2023-06-16T20:00,29.5,86,0.0
2023-06-16T21:00,29.1,88,0.0
2023-06-16T22:00,28.8,90,0.0
2023-06-16T23:00,28.6,91,0.0
2023-06-17T00:00,28.4,92,0.0
2023-06-17T01:00,28.2,92,0.0
2023-06-17T02:00,27.9,93,0.0
2023-06-17T03:00,27.8,94,0.0
2023-06-17T04:00,27.8,94,0.0
2023-06-17T05:00,27.8,93,0.0
2023-06-17T06:00,27.8,94,20.0
2023-06-17T07:00,28.5,91,79.0
2023-06-17T08:00,29.6,87,133.0
2023-06-17T09:00,30.9,81,180.0
2023-06-17T10:00,32.0,74,245.0
2023-06-17T11:00,32.9,70,290.0
2023-06-17T12:00,32.8,71,354.0
2023-06-17T13:00,33.3,68,325.0
2023-06-17T14:00,32.8,70,300.0
2023-06-17T15:00,32.5,72,287.0
2023-06-17T16:00,32.1,73,202.0
2023-06-17T17:00,31.5,75,150.0
2023-06-17T18:00,29.8,82,91.0
2023-06-17T19:00,29.0,86,17.0
2023-06-17T20:00,28.4,90,0.0
2023-06-17T21:00,28.0,91,0.0
2023-06-17T22:00,27.8,92,0.0
2023-06-17T23:00,27.7,93,0.0
2023-06-18T00:00,27.1,94,0.0
2023-06-18T01:00,27.1,94,0.0
2023-06-18T02:00,27.1,94,0.0
2023-06-18T03:00,27.1,94,0.0
2023-06-18T04:00,27.1,94,0.0
2023-06-18T05:00,27.2,94,0.0
2023-06-18T06:00,27.0,94,14.0
2023-06-18T07:00,27.4,93,62.0
2023-06-18T08:00,27.8,93,133.0
2023-06-18T09:00,28.5,89,233.0
2023-06-18T10:00,29.6,85,283.0
2023-06-18T11:00,30.0,84,378.0
2023-06-18T12:00,30.8,82,411.0
2023-06-18T13:00,30.2,83,297.0
2023-06-18T14:00,30.9,79,379.0
2023-06-18T15:00,31.3,76,339.0
2023-06-18T16:00,31.3,76,262.0
2023-06-18T17:00,31.0,77,198.0
2023-06-18T18:00,29.2,88,99.0
2023-06-18T19:00,28.6,91,13.0
2023-06-18T20:00,28.2,93,0.0
2023-06-18T21:00,28.0,93,0.0
2023-06-18T22:00,27.8,93,0.0
2023-06-18T23:00,27.7,94,0.0
2023-06-19T00:00,27.2,94,0.0
2023-06-19T01:00,27.2,95,0.0
2023-06-19T02:00,27.1,95,0.0
2023-06-19T03:00,27.0,95,0.0
2023-06-19T04:00,26.8,95,0.0
2023-06-19T05:00,26.5,95,0.0
2023-06-19T06:00,26.9,96,15.0
2023-06-19T07:00,27.2,94,72.0
2023-06-19T08:00,28.0,92,167.0
2023-06-19T09:00,28.4,92,216.0
2023-06-19T10:00,28.7,90,275.0
2023-06-19T11:00,29.0,89,329.0
2023-06-19T12:00,30.4,80,314.0
2023-06-19T13:00,29.8,82,316.0
2023-06-19T14:00,29.8,81,297.0
2023-06-19T15:00,30.3,78,312.0
2023-06-19T16:00,30.3,78,257.0
2023-06-19T17:00,29.9,79,164.0
2023-06-19T18:00,27.9,91,79.0
2023-06-19T19:00,27.5,93,11.0
2023-06-19T20:00,27.1,94,0.0
2023-06-19T21:00,27.0,94,0.0
2023-06-19T22:00,26.9,95,0.0
2023-06-19T23:00,26.9,95,0.0
2023-06-20T00:00,26.4,95,0.0
2023-06-20T01:00,26.2,95,0.0
2023-06-20T02:00,26.2,96,0.0
2023-06-20T03:00,26.1,96,0.0
2023-06-20T04:00,26.1,96,0.0
2023-06-20T05:00,26.1,96,0.0
2023-06-20T06:00,26.3,96,15.0
2023-06-20T07:00,27.1,92,71.0
2023-06-20T08:00,28.2,88,125.0
2023-06-20T09:00,29.0,85,207.0
2023-06-20T10:00,30.0,82,283.0
2023-06-20T11:00,30.4,79,276.0
2023-06-20T12:00,32.7,68,298.0
2023-06-20T13:00,33.1,66,311.0
2023-06-20T14:00,33.2,67,278.0
2023-06-20T15:00,32.3,72,242.0
2023-06-20T16:00,32.0,73,252.0
2023-06-20T17:00,30.9,76,198.0
2023-06-20T18:00,29.5,85,93.0
2023-06-20T19:00,28.8,88,13.0
2023-06-20T20:00,28.3,91,0.0
2023-06-20T21:00,28.0,92,0.0
2023-06-20T22:00,27.8,92,0.0
2023-06-20T23:00,27.6,93,0.0
2023-06-21T00:00,27.5,94,0.0
2023-06-21T01:00,27.4,95,0.0
2023-06-21T02:00,27.2,95,0.0
2023-06-21T03:00,26.9,95,0.0
2023-06-21T04:00,26.8,96,0.0
2023-06-21T05:00,26.7,95,0.0
2023-06-21T06:00,27.2,96,15.0
2023-06-21T07:00,28.0,93,95.0
2023-06-21T08:00,28.9,88,139.0
2023-06-21T09:00,29.7,86,225.0
2023-06-21T10:00,30.8,81,315.0
2023-06-21T11:00,31.0,80,350.0
2023-06-21T12:00,32.9,69,404.0
2023-06-21T13:00,33.3,66,384.0
2023-06-21T14:00,32.9,67,324.0
2023-06-21T15:00,32.4,70,325.0
2023-06-21T16:00,31.8,71,290.0
2023-06-21T17:00,31.1,74,180.0
2023-06-21T18:00,30.2,80,93.0
2023-06-21T19:00,29.4,84,15.0
2023-06-21T20:00,28.7,88,0.0
2023-06-21T21:00,28.3,90,0.0
2023-06-21T22:00,28.0,91,0.0
2023-06-21T23:00,27.8,92,0.0
2023-06-22T00:00,27.6,94,0.0
2023-06-22T01:00,27.3,94,0.0
2023-06-22T02:00,27.1,94,0.0
2023-06-22T03:00,26.9,94,0.0
2023-06-22T04:00,26.8,94,0.0
2023-06-22T05:00,26.6,94,0.0
2023-06-22T06:00,26.9,95,8.0
2023-06-22T07:00,27.0,94,66.0
2023-06-22T08:00,27.9,90,174.0
2023-06-22T09:00,29.1,88,242.0
2023-06-22T10:00,30.0,83,289.0
2023-06-22T11:00,30.9,78,309.0
2023-06-22T12:00,32.1,72,328.0
2023-06-22T13:00,32.1,73,269.0
2023-06-22T14:00,31.2,78,269.0
2023-06-22T15:00,30.2,79,189.0
2023-06-22T16:00,30.5,77,237.0
2023-06-22T17:00,30.6,74,205.0
2023-06-22T18:00,29.6,81,100.0
2023-06-22T19:00,28.6,86,17.0
2023-06-22T20:00,28.2,89,0.0
2023-06-22T21:00,27.9,90,0.0
2023-06-22T22:00,27.5,91,0.0
2023-06-22T23:00,27.1,93,0.0
2023-06-23T00:00,26.8,94,0.0
2023-06-23T01:00,26.7,95,0.0
2023-06-23T02:00,26.6,95,0.0
2023-06-23T03:00,26.5,95,0.0
2023-06-23T04:00,26.4,95,0.0
2023-06-23T05:00,26.2,94,0.0
2023-06-23T06:00,26.5,95,17.0
2023-06-23T07:00,27.0,93,82.0
2023-06-23T08:00,27.8,90,155.0
2023-06-23T09:00,28.6,87,188.0
2023-06-23T10:00,29.2,82,259.0
2023-06-23T11:00,29.9,80,264.0
2023-06-23T12:00,30.9,73,237.0
2023-06-23T13:00,32.1,70,296.0
2023-06-23T14:00,32.7,65,272.0
2023-06-23T15:00,32.2,68,242.0
2023-06-23T16:00,32.0,67,189.0
2023-06-23T17:00,30.9,70,126.0
2023-06-23T18:00,30.4,76,76.0
2023-06-23T19:00,29.3,80,16.0
2023-06-23T20:00,28.5,85,0.0
2023-06-23T21:00,28.0,88,0.0
2023-06-23T22:00,27.6,90,0.0
2023-06-23T23:00,27.4,92,0.0
2023-06-24T00:00,27.3,92,0.0
2023-06-24T01:00,27.0,93,0.0
2023-06-24T02:00,26.8,93,0.0
2023-06-24T03:00,26.6,93,0.0
2023-06-24T04:00,26.3,94,0.0
2023-06-24T05:00,26.2,94,0.0
2023-06-24T06:00,26.3,95,10.0
2023-06-24T07:00,26.6,94,34.0
2023-06-24T08:00,27.9,88,111.0
2023-06-24T09:00,28.2,88,149.0
2023-06-24T10:00,29.6,83,247.0
2023-06-24T11:00,30.3,81,260.0
2023-06-24T12:00,31.7,73,227.0
2023-06-24T13:00,31.7,73,231.0
2023-06-24T14:00,32.7,69,242.0
2023-06-24T15:00,30.8,75,185.0
2023-06-24T16:00,31.1,73,136.0
2023-06-24T17:00,30.9,73,133.0
2023-06-24T18:00,30.4,76,69.0
2023-06-24T19:00,29.6,79,16.0
2023-06-24T20:00,28.6,84,0.0
2023-06-24T21:00,28.0,87,0.0
2023-06-24T22:00,27.6,88,0.0
2023-06-24T23:00,27.3,90,0.0
2023-06-25T00:00,27.2,91,0.0
2023-06-25T01:00,27.0,91,0.0
2023-06-25T02:00,26.8,92,0.0
2023-06-25T03:00,26.8,91,0.0
2023-06-25T04:00,26.7,90,0.0
2023-06-25T05:00,26.4,90,0.0
2023-06-25T06:00,26.7,91,19.0
2023-06-25T07:00,27.0,90,54.0
2023-06-25T08:00,28.1,85,112.0
2023-06-25T09:00,28.6,85,175.0
2023-06-25T10:00,29.9,81,244.0
2023-06-25T11:00,29.4,82,189.0
2023-06-25T12:00,31.9,71,246.0
2023-06-25T13:00,31.8,71,237.0
2023-06-25T14:00,31.2,68,203.0
2023-06-25T15:00,31.9,66,238.0
2023-06-25T16:00,30.8,71,138.0
2023-06-25T17:00,30.7,70,133.0
2023-06-25T18:00,31.0,68,73.0
2023-06-25T19:00,29.6,75,16.0
2023-06-25T20:00,28.8,80,0.0
2023-06-25T21:00,28.2,85,0.0
2023-06-25T22:00,27.8,87,0.0
2023-06-25T23:00,27.5,88,0.0
2023-06-26T00:00,27.3,90,0.0
2023-06-26T01:00,27.1,91,0.0
2023-06-26T02:00,27.0,91,0.0
2023-06-26T03:00,26.8,90,0.0
2023-06-26T04:00,26.6,91,0.0
2023-06-26T05:00,26.5,90,0.0
2023-06-26T06:00,26.5,91,15.0
2023-06-26T07:00,26.8,89,55.0
2023-06-26T08:00,28.1,83,145.0
2023-06-26T09:00,27.8,85,146.0
2023-06-26T10:00,29.0,80,204.0
2023-06-26T11:00,29.5,78,245.0
2023-06-26T12:00,30.6,78,309.0
2023-06-26T13:00,29.2,81,186.0
2023-06-26T14:00,29.5,80,201.0
2023-06-26T15:00,29.4,78,272.0
2023-06-26T16:00,29.0,77,193.0
2023-06-26T17:00,28.5,79,157.0
2023-06-26T18:00,29.0,78,89.0
2023-06-26T19:00,28.2,81,17.0
2023-06-26T20:00,27.5,85,0.0
2023-06-26T21:00,27.1,87,0.0
2023-06-26T22:00,26.8,89,0.0
2023-06-26T23:00,26.6,90,0.0
2023-06-27T00:00,26.3,93,0.0
2023-06-27T01:00,26.2,93,0.0
2023-06-27T02:00,26.0,94,0.0
2023-06-27T03:00,25.9,96,0.0
2023-06-27T04:00,25.8,96,0.0
2023-06-27T05:00,25.9,95,0.0
2023-06-27T06:00,25.9,96,2.0
2023-06-27T07:00,26.0,95,25.0
2023-06-27T08:00,26.1,94,68.0
2023-06-27T09:00,26.0,93,59.0
2023-06-27T10:00,26.7,92,150.0
2023-06-27T11:00,27.0,91,128.0
2023-06-27T12:00,27.7,87,286.0
2023-06-27T13:00,26.6,93,109.0
2023-06-27T14:00,27.4,91,196.0
2023-06-27T15:00,28.0,87,232.0
2023-06-27T16:00,27.6,89,111.0
2023-06-27T17:00,27.3,90,117.0
2023-06-27T18:00,27.4,90,31.0
2023-06-27T19:00,26.8,92,10.0
2023-06-27T20:00,26.7,93,0.0
2023-06-27T21:00,26.5,93,0.0
2023-06-27T22:00,26.4,94,0.0
2023-06-27T23:00,26.3,94,0.0
2023-06-28T00:00,26.3,96,0.0
2023-06-28T01:00,26.2,95,0.0
2023-06-28T02:00,26.2,95,0.0
2023-06-28T03:00,26.1,95,0.0
2023-06-28T04:00,26.0,95,0.0
2023-06-28T05:00,26.0,95,0.0
2023-06-28T06:00,26.3,96,6.0
2023-06-28T07:00,26.4,95,35.0
2023-06-28T08:00,26.8,94,76.0
2023-06-28T09:00,27.8,91,207.0
2023-06-28T10:00,28.9,87,252.0
2023-06-28T11:00,28.7,87,170.0
2023-06-28T12:00,29.3,84,282.0
2023-06-28T13:00,28.9,85,212.0
2023-06-28T14:00,27.5,89,113.0
2023-06-28T15:00,28.4,86,239.0
2023-06-28T16:00,28.1,89,95.0
2023-06-28T17:00,27.7,88,108.0
2023-06-28T18:00,27.4,92,68.0
2023-06-28T19:00,27.0,93,7.0
2023-06-28T20:00,26.6,94,0.0
2023-06-28T21:00,26.4,94,0.0
2023-06-28T22:00,26.2,95,0.0
2023-06-28T23:00,26.1,96,0.0
2023-06-29T00:00,26.0,96,0.0
2023-06-29T01:00,26.0,96,0.0
2023-06-29T02:00,25.9,96,0.0
2023-06-29T03:00,25.8,96,0.0
2023-06-29T04:00,25.7,97,0.0
2023-06-29T05:00,25.7,97,0.0
2023-06-29T06:00,26.3,96,6.0
2023-06-29T07:00,26.5,96,51.0
2023-06-29T08:00,26.9,95,115.0
2023-06-29T09:00,27.6,93,180.0
2023-06-29T10:00,27.9,92,200.0
2023-06-29T11:00,28.3,90,204.0
2023-06-29T12:00,28.1,91,241.0
2023-06-29T13:00,28.7,88,282.0
2023-06-29T14:00,27.8,91,153.0
2023-06-29T15:00,27.8,91,186.0
2023-06-29T16:00,28.3,91,206.0
2023-06-29T17:00,27.8,90,86.0
2023-06-29T18:00,27.5,92,64.0
2023-06-29T19:00,27.1,94,17.0
2023-06-29T20:00,26.8,95,0.0
2023-06-29T21:00,26.6,96,0.0
2023-06-29T22:00,26.5,96,0.0
2023-06-29T23:00,26.4,97,0.0
2023-06-30T00:00,26.2,97,0.0
2023-06-30T01:00,26.1,96,0.0
2023-06-30T02:00,26.0,97,0.0
2023-06-30T03:00,25.9,97,0.0
2023-06-30T04:00,25.8,97,0.0
2023-06-30T05:00,25.8,97,0.0
2023-06-30T06:00,26.3,97,9.0
2023-06-30T07:00,26.5,96,63.0
2023-06-30T08:00,27.0,95,121.0
2023-06-30T09:00,27.5,93,153.0
2023-06-30T10:00,28.0,93,191.0
2023-06-30T11:00,28.4,91,221.0
2023-06-30T12:00,31.0,83,337.0
2023-06-30T13:00,31.2,79,348.0
2023-06-30T14:00,31.4,77,295.0
2023-06-30T15:00,31.2,78,327.0
2023-06-30T16:00,29.9,84,202.0
2023-06-30T17:00,29.6,86,137.0
2023-06-30T18:00,28.4,92,83.0
2023-06-30T19:00,27.9,94,8.0
2023-06-30T20:00,27.7,94,0.0
2023-06-30T21:00,27.5,95,0.0
2023-06-30T22:00,27.4,96,0.0
2023-06-30T23:00,27.1,96,0.0
2023-07-01T00:00,26.4,97,0.0
2023-07-01T01:00,26.3,97,0.0
2023-07-01T02:00,26.1,97,0.0
2023-07-01T03:00,26.0,97,0.0
2023-07-01T04:00,25.9,97,0.0
2023-07-01T05:00,25.9,97,0.0
2023-07-01T06:00,26.2,97,10.0
2023-07-01T07:00,26.6,96,61.0
2023-07-01T08:00,27.3,94,128.0
2023-07-01T09:00,28.3,89,203.0
2023-07-01T10:00,29.0,88,269.0
2023-07-01T11:00,30.0,85,377.0
2023-07-01T12:00,31.4,78,333.0
2023-07-01T13:00,32.0,74,304.0
2023-07-01T14:00,32.5,71,320.0
2023-07-01T15:00,32.6,70,305.0
2023-07-01T16:00,31.1,77,241.0
2023-07-01T17:00,29.6,84,86.0
2023-07-01T18:00,28.5,92,49.0
2023-07-01T19:00,28.0,94,9.0
2023-07-01T20:00,27.7,95,0.0
2023-07-01T21:00,27.5,95,0.0
2023-07-01T22:00,27.2,96,0.0
2023-07-01T23:00,27.1,96,0.0
2023-07-02T00:00,27.0,96,0.0
2023-07-02T01:00,27.0,96,0.0
2023-07-02T02:00,26.8,97,0.0
2023-07-02T03:00,26.6,97,0.0
2023-07-02T04:00,26.5,97,0.0
2023-07-02T05:00,26.4,97,0.0
2023-07-02T06:00,27.0,97,14.0
2023-07-02T07:00,27.6,94,76.0
2023-07-02T08:00,28.5,92,141.0
2023-07-02T09:00,29.6,89,214.0
2023-07-02T10:00,30.8,83,295.0
2023-07-02T11:00,31.6,78,336.0
2023-07-02T12:00,32.3,75,347.0
2023-07-02T13:00,32.9,71,380.0
2023-07-02T14:00,32.8,70,294.0
2023-07-02T15:00,32.6,70,232.0
2023-07-02T16:00,31.8,74,210.0
2023-07-02T17:00,30.9,78,157.0
2023-07-02T18:00,30.2,84,94.0
2023-07-02T19:00,29.1,88,16.0
2023-07-02T20:00,28.4,90,0.0
2023-07-02T21:00,28.2,91,0.0
2023-07-02T22:00,28.1,93,0.0
2023-07-02T23:00,28.0,94,0.0
2023-07-03T00:00,27.9,94,0.0
2023-07-03T01:00,27.7,95,0.0
2023-07-03T02:00,27.6,96,0.0
2023-07-03T03:00,27.4,96,0.0
2023-07-03T04:00,27.3,96,0.0
2023-07-03T05:00,27.2,97,0.0
2023-07-03T06:00,27.7,96,16.0
2023-07-03T07:00,28.2,95,85.0
2023-07-03T08:00,29.0,93,172.0
2023-07-03T09:00,29.9,87,247.0
2023-07-03T10:00,30.7,82,297.0
2023-07-03T11:00,31.5,78,328.0
2023-07-03T12:00,32.3,76,328.0
2023-07-03T13:00,33.1,71,358.0
2023-07-03T14:00,33.4,68,321.0
2023-07-03T15:00,32.6,72,240.0
